ma_giao_dich,ma_khach_hang,ma_san_pham,ma_cua_hang,so_luong,don_gia,so_tien_giam_gia,phi_van_chuyen,khoa_ngay,ma_thanh_toan
TX0002879220806000,CUS0002879,SYSN10004342,SH5463027,1,117700,5900,15000,20220806,6
TX0002879221111001,CUS0002879,SYSN10004487,SH6882425,3,25600,26900,15000,20221111,6
TX0002880251203000,CUS0002880,SYSN10001632,SH3234973,2,113800,34100,0,20251203,1
TX0002880251205001,CUS0002880,SYSN10000110,SH4189885,1,118800,0,0,20251205,4
TX0002880251210003,CUS0002880,SYSN10003288,SH3699257,1,479100,47900,0,20251210,2
TX0002880251212004,CUS0002880,SYSN10000540,SH8887754,2,74100,54500,20000,20251212,4
TX0002880251219005,CUS0002880,SYSN10007203,SH7845833,1,413500,20700,20000,20251219,2
TX0002880251219006,CUS0002880,SYSN10006023,SH2493111,1,419500,42000,30000,20251219,4
TX0002880251221007,CUS0002880,SYSN10000182,SH7145971,1,165700,0,20000,20251221,2
TX0002880251224009,CUS0002880,SYSN10003696,SH6075855,1,218000,0,30000,20251224,4
TX0002880251225010,CUS0002880,SYSN10000620,SH9963616,1,253900,79800,0,20251225,5
TX0002880251227011,CUS0002880,SYSN10007700,SH4236109,1,140700,28100,0,20251227,2
TX0002881250331000,CUS0002881,SYSN10005970,SH6674910,1,305100,0,0,20250331,5
TX0002881250503001,CUS0002881,SYSN10006994,SH2729683,1,422900,0,0,20250503,6
TX0002881250618002,CUS0002881,SYSN10002839,SH8144753,1,299600,44900,0,20250618,4
TX0002881250910003,CUS0002881,SYSN10005927,SH2454624,1,489000,0,20000,20250910,4
TX0002881251129004,CUS0002881,SYSN10004922,SH5167770,1,336300,67300,30000,20251129,2
TX0002882231212000,CUS0002882,SYSN10000345,SH7784575,1,57100,22300,0,20231212,6
TX0002882231219001,CUS0002882,SYSN10001154,SH9850211,1,154900,0,0,20231219,6
TX0002883231208000,CUS0002883,SYSN10002349,SH7829372,2,651500,130300,15000,20231208,2
TX0002883231209002,CUS0002883,SYSN10006123,SH6334997,3,684400,102700,15000,20231209,4
TX0002883231221005,CUS0002883,SYSN10003713,SH7880557,2,651000,130200,15000,20231221,2
TX0002884250816000,CUS0002884,SYSN10001868,SH3582270,1,112200,16800,15000,20250816,2
TX0002884251024002,CUS0002884,SYSN10007856,SH9195048,2,143000,0,20000,20251024,6
TX0002884251103003,CUS0002884,SYSN10000774,SH8839914,1,142700,42800,30000,20251103,1
TX0002884251103004,CUS0002884,SYSN10004057,SH5199941,1,108400,0,20000,20251103,6
TX0002884251202005,CUS0002884,SYSN10003968,SH1194285,1,570100,57000,0,20251202,3
TX0002885250829001,CUS0002885,SYSN10001091,SH1221617,1,108700,10900,15000,20250829,2
TX0002885250914002,CUS0002885,SYSN10003701,SH2973996,1,194000,29100,0,20250914,2
TX0002885250916003,CUS0002885,SYSN10000864,SH6119801,1,171800,0,0,20250916,6
TX0002885251202004,CUS0002885,SYSN10004749,SH2629693,1,209300,31400,15000,20251202,5
TX0002886250308000,CUS0002886,SYSN10001076,SH9582257,2,275700,192300,20000,20250308,5
TX0002886250812001,CUS0002886,SYSN10007919,SH2168064,1,143400,7200,15000,20250812,3
TX0002886251221002,CUS0002886,SYSN10000287,SH6843985,3,294800,0,30000,20251221,3
TX0002887240718000,CUS0002887,SYSN10001656,SH1053156,1,118600,0,15000,20240718,2
TX0002887241006001,CUS0002887,SYSN10005076,SH1122324,1,220000,22000,20000,20241006,2
TX0002887241214003,CUS0002887,SYSN10001418,SH8169423,1,179200,9000,0,20241214,3
TX0002887250118004,CUS0002887,SYSN10003272,SH1013016,1,86800,0,0,20250118,4
TX0002888231210000,CUS0002888,SYSN10002548,SH9361982,1,113100,11300,0,20231210,5
TX0002888231211001,CUS0002888,SYSN10006626,SH6149129,2,79000,75200,0,20231211,5
TX0002888231219002,CUS0002888,SYSN10001720,SH2668660,1,201800,40400,15000,20231219,6
TX0002889231209000,CUS0002889,SYSN10007606,SH8164308,2,370400,0,15000,20231209,5
TX0002889231211001,CUS0002889,SYSN10007907,SH8740365,1,174500,59100,0,20231211,2
TX0002889231225002,CUS0002889,SYSN10001455,SH8995112,2,269800,106200,0,20231225,2
TX0002891250218000,CUS0002891,SYSN10005265,SH5890204,3,164200,49300,30000,20250218,5
TX0002891250622001,CUS0002891,SYSN10002111,SH1680808,2,156200,15600,0,20250622,6
TX0002892250806000,CUS0002892,SYSN10003876,SH6291925,3,128900,58000,0,20250806,1
TX0002892250915001,CUS0002892,SYSN10007199,SH6874525,1,151600,7600,20000,20250915,6
TX0002893230916000,CUS0002893,SYSN10005574,SH7847437,1,385200,0,0,20230916,5
TX0002893231019001,CUS0002893,SYSN10007041,SH7103819,3,496900,74500,0,20231019,6
TX0002893240220003,CUS0002893,SYSN10006292,SH1010284,1,502300,0,20000,20240220,6
TX0002893240514004,CUS0002893,SYSN10007369,SH8142072,2,387300,0,30000,20240514,2
TX0002893240630006,CUS0002893,SYSN10003637,SH2374365,3,299200,381900,0,20240630,6
TX0002893240824007,CUS0002893,SYSN10000892,SH8165791,1,468100,23400,30000,20240824,2
TX0002893241111008,CUS0002893,SYSN10004701,SH2435321,2,370600,181100,20000,20241111,2
TX0002893250822009,CUS0002893,SYSN10000360,SH6412383,1,566500,56600,0,20250822,2
TX0002893250909010,CUS0002893,SYSN10006334,SH9145476,3,230200,158200,0,20250909,5
TX0002893250921011,CUS0002893,SYSN10001413,SH3252923,1,390600,19500,30000,20250921,6
TX0002893251105012,CUS0002893,SYSN10002845,SH6786275,2,311100,0,0,20251105,2
TX0002893251212013,CUS0002893,SYSN10004391,SH2570291,3,331700,198100,0,20251212,3
TX0002894250426000,CUS0002894,SYSN10000074,SH6144280,1,67900,13600,0,20250426,2
TX0002894251111001,CUS0002894,SYSN10006204,SH5006371,1,158800,45200,20000,20251111,5
TX0002895250814000,CUS0002895,SYSN10004225,SH1467394,1,124800,12500,30000,20250814,6
TX0002895251015001,CUS0002895,SYSN10000504,SH7777264,3,84000,25200,0,20251015,5
TX0002896250710000,CUS0002896,SYSN10002673,SH3422826,1,115000,0,30000,20250710,2
TX0002896250727001,CUS0002896,SYSN10003392,SH3395719,1,226800,11300,0,20250727,1
TX0002896250807002,CUS0002896,SYSN10007830,SH4304688,2,321000,64200,0,20250807,5
TX0002896250813003,CUS0002896,SYSN10000750,SH7060776,2,233500,0,20000,20250813,4
TX0002896250825004,CUS0002896,SYSN10004649,SH6107092,2,104700,0,0,20250825,6
TX0002896251022005,CUS0002896,SYSN10004302,SH5171220,1,160700,0,0,20251022,6
TX0002896251103006,CUS0002896,SYSN10007228,SH8581822,1,315900,0,0,20251103,2
TX0002896251108007,CUS0002896,SYSN10000109,SH1822825,2,186100,55800,20000,20251108,4
TX0002896251128008,CUS0002896,SYSN10007223,SH1502716,1,195700,29400,30000,20251128,2
TX0002896251217010,CUS0002896,SYSN10000220,SH3649811,2,227300,0,0,20251217,2
TX0002896251224011,CUS0002896,SYSN10003899,SH5148887,1,315500,0,0,20251224,6
TX0002897250412000,CUS0002897,SYSN10006289,SH6752060,1,143300,14300,20000,20250412,2
TX0002897250715001,CUS0002897,SYSN10006022,SH6130098,2,175800,0,0,20250715,4
TX0002898250105000,CUS0002898,SYSN10005801,SH3434301,4,1205300,723200,30000,20250105,4
TX0002898250220001,CUS0002898,SYSN10005154,SH2637387,4,683800,273500,15000,20250220,6
TX0002898250604002,CUS0002898,SYSN10002455,SH2459729,2,673300,134600,0,20250604,1
TX0002898250629003,CUS0002898,SYSN10002688,SH6417440,5,364900,0,30000,20250629,5
TX0002898250724004,CUS0002898,SYSN10007777,SH2113837,2,596200,119200,15000,20250724,5
TX0002898250811005,CUS0002898,SYSN10005531,SH9532665,1,615400,0,20000,20250811,2
TX0002898250815006,CUS0002898,SYSN10001196,SH2021141,2,704800,0,0,20250815,6
TX0002898250818007,CUS0002898,SYSN10003129,SH3569548,2,511400,51100,15000,20250818,4
TX0002898251016008,CUS0002898,SYSN10004351,SH9669760,3,1439500,431900,20000,20251016,5
TX0002899230611000,CUS0002899,SYSN10003108,SH1944480,1,147100,14700,30000,20230611,2
TX0002899230628001,CUS0002899,SYSN10003471,SH9446439,1,183700,0,20000,20230628,2
TX0002900231201000,CUS0002900,SYSN10006232,SH7670460,4,315900,0,15000,20231201,3
TX0002900231203001,CUS0002900,SYSN10002455,SH2459729,1,692900,34600,0,20231203,4
TX0002900231209002,CUS0002900,SYSN10000319,SH5780177,1,294800,29500,15000,20231209,3
TX0002900231216003,CUS0002900,SYSN10004926,SH6470553,1,362000,54300,30000,20231216,5
TX0002901241110000,CUS0002901,SYSN10005588,SH5043239,1,115700,52600,0,20241110,2
TX0002901250812002,CUS0002901,SYSN10002454,SH2824114,1,106500,21300,20000,20250812,6
TX0002902250219000,CUS0002902,SYSN10001970,SH4760289,2,73700,7400,0,20250219,3
TX0002902250629001,CUS0002902,SYSN10003510,SH6758942,1,169800,0,30000,20250629,3
TX0002902251116002,CUS0002902,SYSN10003081,SH3903287,1,41800,0,15000,20251116,5
TX0002903240829001,CUS0002903,SYSN10006811,SH3948632,3,88300,0,0,20240829,2
TX0002903240908002,CUS0002903,SYSN10001991,SH5197957,2,88000,73500,20000,20240908,2
TX0002904241107000,CUS0002904,SYSN10005277,SH2643732,1,185100,0,30000,20241107,1
TX0002904250119001,CUS0002904,SYSN10004908,SH4736938,1,155600,0,20000,20250119,6
TX0002904250705002,CUS0002904,SYSN10005070,SH5677995,1,147700,7400,0,20250705,2
TX0002905250106000,CUS0002905,SYSN10004823,SH6764699,3,135700,40700,0,20250106,6
TX0002905250721001,CUS0002905,SYSN10000848,SH1622329,1,103000,0,20000,20250721,2
TX0002905251229002,CUS0002905,SYSN10004741,SH6727598,1,247900,12400,15000,20251229,2
TX0002906241201000,CUS0002906,SYSN10003031,SH8639157,2,308200,0,15000,20241201,6
TX0002906241206001,CUS0002906,SYSN10001751,SH4419865,4,812500,0,15000,20241206,5
TX0002906241210002,CUS0002906,SYSN10006335,SH3049189,2,368300,73600,15000,20241210,2
TX0002906241212003,CUS0002906,SYSN10004942,SH1209159,1,305800,97800,20000,20241212,2
TX0002906241212004,CUS0002906,SYSN10003713,SH7880557,2,468600,433100,0,20241212,4
TX0002906241218005,CUS0002906,SYSN10005131,SH8620567,2,341600,0,30000,20241218,4
TX0002906241228007,CUS0002906,SYSN10000041,SH6120253,2,708000,0,15000,20241228,4
TX0002906241229008,CUS0002906,SYSN10001699,SH1653342,3,310800,93200,15000,20241229,5
TX0002906241230009,CUS0002906,SYSN10002370,SH2992138,1,527200,0,0,20241230,6
TX0002907250627000,CUS0002907,SYSN10007610,SH3875316,1,96400,0,0,20250627,4
TX0002907250903001,CUS0002907,SYSN10001304,SH9797610,2,243200,24300,0,20250903,6
TX0002908241009000,CUS0002908,SYSN10001552,SH2361565,1,37500,9000,20000,20241009,6
TX0002908250330001,CUS0002908,SYSN10006951,SH8966383,3,213300,0,30000,20250330,5
TX0002908251211002,CUS0002908,SYSN10004514,SH9670359,1,120800,60400,0,20251211,6
TX0002909231024000,CUS0002909,SYSN10006673,SH4285472,1,56400,0,0,20231024,5
TX0002909231224001,CUS0002909,SYSN10003428,SH2217490,1,113200,0,15000,20231224,5
TX0002910220920000,CUS0002910,SYSN10004401,SH8494985,1,567100,0,15000,20220920,6
TX0002910220926001,CUS0002910,SYSN10001159,SH3311285,4,436200,0,0,20220926,6
TX0002910221102002,CUS0002910,SYSN10002648,SH6346158,1,366700,0,0,20221102,4
TX0002910230308003,CUS0002910,SYSN10006305,SH9622958,2,306200,265000,0,20230308,6
TX0002910231111004,CUS0002910,SYSN10000895,SH5194038,4,369300,280000,0,20231111,4
TX0002910231120005,CUS0002910,SYSN10001745,SH4093012,1,463200,23200,20000,20231120,2
TX0002910231217006,CUS0002910,SYSN10001121,SH3786712,1,370000,74000,15000,20231217,1
TX0002910240909007,CUS0002910,SYSN10001615,SH1272126,2,334000,137600,0,20240909,4
TX0002910250113008,CUS0002910,SYSN10006614,SH7019155,2,503000,150900,0,20250113,6
TX0002910250312009,CUS0002910,SYSN10005713,SH5754721,3,413400,0,0,20250312,5
TX0002910250331010,CUS0002910,SYSN10006309,SH7083471,1,314900,15700,0,20250331,2
TX0002910250508011,CUS0002910,SYSN10001727,SH9110494,1,704500,0,15000,20250508,6
TX0002910250824012,CUS0002910,SYSN10003194,SH8797852,1,296600,29700,15000,20250824,6
TX0002910251111013,CUS0002910,SYSN10000195,SH4536777,1,268800,93700,15000,20251111,6
TX0002911231118001,CUS0002911,SYSN10001361,SH4115755,1,224300,33600,0,20231118,5
TX0002912220416000,CUS0002912,SYSN10004196,SH3719729,1,147700,14800,0,20220416,5
TX0002912230604001,CUS0002912,SYSN10001779,SH6665355,1,241800,0,30000,20230604,4
TX0002912231124002,CUS0002912,SYSN10006723,SH3650636,1,176600,8800,30000,20231124,5
TX0002912250811003,CUS0002912,SYSN10000931,SH6540684,1,329200,32900,20000,20250811,1
TX0002912251029004,CUS0002912,SYSN10007382,SH1831016,2,250500,0,0,20251029,3
TX0002912251212005,CUS0002912,SYSN10004004,SH1449635,2,279500,86900,15000,20251212,5
TX0002913220525001,CUS0002913,SYSN10006170,SH8768138,2,289500,0,15000,20220525,5
TX0002913220929002,CUS0002913,SYSN10007177,SH2917861,1,456600,0,0,20220929,6
TX0002913221115003,CUS0002913,SYSN10006117,SH7598577,2,486100,145800,0,20221115,2
TX0002914250207000,CUS0002914,SYSN10002789,SH5763194,1,170700,8500,20000,20250207,2
TX0002914251117001,CUS0002914,SYSN10006129,SH6321178,1,123400,0,0,20251117,2
TX0002915240418000,CUS0002915,SYSN10003257,SH5490245,1,97000,4800,20000,20240418,4
TX0002915240927001,CUS0002915,SYSN10002786,SH9589117,2,86600,0,15000,20240927,6
TX0002915241119002,CUS0002915,SYSN10003187,SH6000323,1,150900,0,0,20241119,6
TX0002916250224000,CUS0002916,SYSN10004460,SH9556458,4,395200,0,15000,20250224,4
TX0002916250320001,CUS0002916,SYSN10005540,SH2469295,3,413600,0,0,20250320,5
TX0002916250427002,CUS0002916,SYSN10004384,SH8863701,2,393600,0,0,20250427,6
TX0002916250428003,CUS0002916,SYSN10000306,SH9211754,2,305900,0,20000,20250428,2
TX0002916250613004,CUS0002916,SYSN10005270,SH3597886,1,466600,23300,0,20250613,2
TX0002916250620005,CUS0002916,SYSN10006411,SH9230095,2,463400,46300,20000,20250620,2
TX0002916250806006,CUS0002916,SYSN10001695,SH7649560,3,345100,0,30000,20250806,2
TX0002916250811007,CUS0002916,SYSN10007227,SH9712448,1,440600,44100,20000,20250811,1
TX0002916250902009,CUS0002916,SYSN10007225,SH8092834,1,314400,15700,0,20250902,4
TX0002916251009010,CUS0002916,SYSN10000048,SH6406444,1,315100,144800,30000,20251009,2
TX0002916251101011,CUS0002916,SYSN10006726,SH7497988,2,584600,0,0,20251101,6
TX0002916251205012,CUS0002916,SYSN10004731,SH5694772,3,360600,0,0,20251205,4
TX0002917250925000,CUS0002917,SYSN10000441,SH5875114,1,245300,0,0,20250925,2
TX0002917251014001,CUS0002917,SYSN10003542,SH9827042,1,244800,73400,0,20251014,5
TX0002917251108002,CUS0002917,SYSN10002713,SH6492824,1,303000,0,20000,20251108,4
TX0002917251215003,CUS0002917,SYSN10001025,SH9874478,1,354500,0,20000,20251215,6
TX0002917251231005,CUS0002917,SYSN10003500,SH5673083,1,228100,11400,20000,20251231,6
TX0002918231208000,CUS0002918,SYSN10003206,SH7284497,1,253100,12700,0,20231208,4
TX0002918231209001,CUS0002918,SYSN10006725,SH2124104,1,345700,0,0,20231209,6
TX0002918231212002,CUS0002918,SYSN10005838,SH4311458,2,184700,63800,0,20231212,1
TX0002919241007000,CUS0002919,SYSN10001219,SH2254551,3,100500,90500,0,20241007,2
TX0002919250822001,CUS0002919,SYSN10006389,SH3694370,1,161300,0,0,20250822,2
TX0002920240403000,CUS0002920,SYSN10001077,SH5812480,1,571700,28600,0,20240403,4
TX0002920240622001,CUS0002920,SYSN10001715,SH4874618,2,114200,11400,20000,20240622,1
TX0002920241111002,CUS0002920,SYSN10001478,SH4771935,3,105700,105200,0,20241111,2
TX0002920241224003,CUS0002920,SYSN10004449,SH6923686,2,398500,0,0,20241224,6
TX0002920250823004,CUS0002920,SYSN10003617,SH4373270,3,245700,147400,20000,20250823,1
TX0002920251127005,CUS0002920,SYSN10007770,SH3319489,1,233200,0,30000,20251127,1
TX0002921230120000,CUS0002921,SYSN10005120,SH4492297,2,513600,0,30000,20230120,2
TX0002921230205001,CUS0002921,SYSN10001205,SH9399318,2,409900,0,15000,20230205,4
TX0002921230724003,CUS0002921,SYSN10001620,SH5230482,3,338400,0,0,20230724,2
TX0002921230725004,CUS0002921,SYSN10004662,SH6653240,1,590600,0,30000,20230725,5
TX0002921231118006,CUS0002921,SYSN10003509,SH8239257,1,322300,0,30000,20231118,2
TX0002921240118007,CUS0002921,SYSN10001211,SH2079947,2,372800,0,30000,20240118,2
TX0002921240229008,CUS0002921,SYSN10003764,SH3740598,2,386500,38700,30000,20240229,5
TX0002921240720009,CUS0002921,SYSN10004822,SH2960320,2,449300,89800,30000,20240720,3
TX0002921241201010,CUS0002921,SYSN10003903,SH2370247,1,301000,30100,15000,20241201,3
TX0002921250627011,CUS0002921,SYSN10006669,SH6291071,4,328100,131300,0,20250627,5
TX0002921251005012,CUS0002921,SYSN10007656,SH9988320,3,388100,0,0,20251005,2
TX0002921251021013,CUS0002921,SYSN10006051,SH2685518,1,463900,46400,20000,20251021,2
TX0002922231214000,CUS0002922,SYSN10003343,SH7299307,1,423700,0,20000,20231214,2
TX0002922231214001,CUS0002922,SYSN10003447,SH7257735,2,292400,0,30000,20231214,2
TX0002922231223002,CUS0002922,SYSN10007523,SH8956695,3,446000,0,0,20231223,6
TX0002922231224003,CUS0002922,SYSN10002505,SH5466437,3,358300,161200,20000,20231224,5
TX0002923250213000,CUS0002923,SYSN10006854,SH7756284,1,214600,10700,30000,20250213,2
TX0002923250624001,CUS0002923,SYSN10000566,SH6039762,2,229700,68900,15000,20250624,4
TX0002923251029002,CUS0002923,SYSN10003753,SH7096256,1,526500,0,15000,20251029,4
TX0002924240324000,CUS0002924,SYSN10003038,SH6622443,2,86300,34500,30000,20240324,5
TX0002924240524001,CUS0002924,SYSN10007212,SH4562316,1,127100,12700,0,20240524,6
TX0002924250131002,CUS0002924,SYSN10006778,SH3544396,1,89100,0,30000,20250131,6
TX0002925250612000,CUS0002925,SYSN10002681,SH1467368,2,313300,0,20000,20250612,4
TX0002925250826001,CUS0002925,SYSN10002086,SH1668300,2,374600,37500,15000,20250826,3
TX0002925251026002,CUS0002925,SYSN10006730,SH7443037,2,752100,150400,0,20251026,4
TX0002925251107003,CUS0002925,SYSN10000628,SH6343290,2,448900,0,30000,20251107,4
TX0002925251130004,CUS0002925,SYSN10000688,SH3928445,1,321100,0,0,20251130,4
TX0002926250301000,CUS0002926,SYSN10000080,SH9767312,1,314600,47200,0,20250301,2
TX0002926250410001,CUS0002926,SYSN10000277,SH6528792,3,408300,0,20000,20250410,6
TX0002926250522002,CUS0002926,SYSN10000032,SH3646552,1,416300,0,0,20250522,4
TX0002926250610003,CUS0002926,SYSN10001159,SH3311285,3,417400,62600,0,20250610,5
TX0002927230708000,CUS0002927,SYSN10003697,SH7934958,1,124200,18600,0,20230708,3
TX0002927241205002,CUS0002927,SYSN10003165,SH2484123,1,139900,7000,0,20241205,6
TX0002928220228000,CUS0002928,SYSN10002304,SH7563559,3,197500,59200,15000,20220228,2
TX0002928220905001,CUS0002928,SYSN10004647,SH5837652,3,236500,106400,0,20220905,4
TX0002928221128002,CUS0002928,SYSN10005465,SH8611033,1,108200,5400,0,20221128,4
TX0002928230903003,CUS0002928,SYSN10006107,SH4143804,1,70300,0,15000,20230903,4
TX0002928250307004,CUS0002928,SYSN10003747,SH5522997,1,190400,19000,15000,20250307,6
TX0002929250425000,CUS0002929,SYSN10006070,SH5941656,2,144100,0,15000,20250425,3
TX0002929251106001,CUS0002929,SYSN10007005,SH6774032,3,165500,0,30000,20251106,5
TX0002929251123002,CUS0002929,SYSN10005805,SH4772284,2,181400,0,20000,20251123,1
TX0002930231031000,CUS0002930,SYSN10006696,SH4578159,1,84300,0,20000,20231031,2
TX0002930240923001,CUS0002930,SYSN10002508,SH6112432,1,92300,4600,0,20240923,1
TX0002930241009002,CUS0002930,SYSN10003702,SH1106999,3,106300,129800,20000,20241009,6
TX0002930250705003,CUS0002930,SYSN10005570,SH5390623,1,117200,0,15000,20250705,2
TX0002931250920001,CUS0002931,SYSN10004136,SH9210573,1,112500,0,0,20250920,4
TX0002931251028002,CUS0002931,SYSN10001500,SH7782771,1,266100,0,30000,20251028,4
TX0002932221211000,CUS0002932,SYSN10001201,SH3377099,1,24000,11800,0,20221211,4
TX0002932230706001,CUS0002932,SYSN10003282,SH5765662,1,41500,6200,15000,20230706,4
TX0002932241002002,CUS0002932,SYSN10004544,SH2609440,1,184300,18400,0,20241002,4
TX0002932250428003,CUS0002932,SYSN10000158,SH2294615,1,165300,49600,0,20250428,2
TX0002932251230004,CUS0002932,SYSN10005675,SH2672870,2,125600,50300,0,20251230,6
TX0002933240907000,CUS0002933,SYSN10005992,SH2674810,1,56200,2800,20000,20240907,4
TX0002933241115001,CUS0002933,SYSN10007427,SH8269809,1,33300,3300,0,20241115,4
TX0002933241213002,CUS0002933,SYSN10007612,SH7151958,1,209100,10500,0,20241213,3
TX0002933250820003,CUS0002933,SYSN10007506,SH1520374,1,183300,18300,0,20250820,4
TX0002933251105004,CUS0002933,SYSN10004399,SH8281628,1,146300,0,0,20251105,2
TX0002934250910000,CUS0002934,SYSN10003392,SH3395719,1,234500,0,0,20250910,2
TX0002934250925001,CUS0002934,SYSN10001809,SH6221536,1,548000,0,20000,20250925,4
TX0002934251008002,CUS0002934,SYSN10005549,SH1181996,1,112800,0,0,20251008,6
TX0002934251014003,CUS0002934,SYSN10004429,SH1548885,1,232700,0,0,20251014,5
TX0002934251101004,CUS0002934,SYSN10006906,SH8869040,1,440800,22000,0,20251101,6
TX0002934251114005,CUS0002934,SYSN10007730,SH3574952,2,266900,53400,0,20251114,5
TX0002934251212007,CUS0002934,SYSN10000911,SH1498041,1,168800,62700,15000,20251212,2
TX0002934251217009,CUS0002934,SYSN10000666,SH3012881,1,235700,11800,20000,20251217,2
TX0002934251225010,CUS0002934,SYSN10005059,SH1607290,2,250500,152600,20000,20251225,5
TX0002934251231011,CUS0002934,SYSN10007097,SH6613895,1,297800,0,20000,20251231,2
TX0002935231104001,CUS0002935,SYSN10002475,SH6567769,2,174400,34900,15000,20231104,3
TX0002935231116002,CUS0002935,SYSN10007240,SH8009424,2,150000,0,15000,20231116,1
TX0002935240817003,CUS0002935,SYSN10005212,SH9409580,1,141100,0,20000,20240817,6
TX0002935250213004,CUS0002935,SYSN10000220,SH3649811,1,235900,0,0,20250213,1
TX0002935251108005,CUS0002935,SYSN10005100,SH8094015,2,118000,0,0,20251108,6
TX0002936251125000,CUS0002936,SYSN10000838,SH5375632,1,190900,19100,0,20251125,1
TX0002936251223002,CUS0002936,SYSN10005999,SH4981070,1,130200,6500,15000,20251223,6
TX0002937231110001,CUS0002937,SYSN10000640,SH1003092,1,103500,44600,0,20231110,6
TX0002937240125002,CUS0002937,SYSN10000811,SH7267268,1,119700,0,0,20240125,2
TX0002937250125003,CUS0002937,SYSN10006195,SH7409686,1,251600,0,20000,20250125,2
TX0002937250820004,CUS0002937,SYSN10002294,SH4766214,1,155900,15600,0,20250820,5
TX0002937251112005,CUS0002937,SYSN10007425,SH8766593,1,146900,0,30000,20251112,5
TX0002938241030000,CUS0002938,SYSN10001279,SH2885212,2,113500,11400,0,20241030,2
TX0002938241111001,CUS0002938,SYSN10000525,SH7634639,1,185400,89400,15000,20241111,3
TX0002938241207002,CUS0002938,SYSN10006857,SH2807187,1,163300,0,30000,20241207,6
TX0002938241218003,CUS0002938,SYSN10000616,SH1488508,2,243800,146300,15000,20241218,4
TX0002938250124004,CUS0002938,SYSN10005211,SH6775461,1,208500,0,20000,20250124,2
TX0002938250909005,CUS0002938,SYSN10007840,SH8199919,3,406500,498200,0,20250909,5
TX0002939250602000,CUS0002939,SYSN10005529,SH2438094,2,155700,31100,20000,20250602,5
TX0002939250612001,CUS0002939,SYSN10003509,SH8239257,2,324300,0,20000,20250612,4
TX0002939251004002,CUS0002939,SYSN10004308,SH8875106,1,163000,0,15000,20251004,4
TX0002939251016003,CUS0002939,SYSN10004085,SH9093392,2,101100,10100,15000,20251016,6
TX0002939251111005,CUS0002939,SYSN10003001,SH3074710,2,333300,140900,30000,20251111,5
TX0002940250227000,CUS0002940,SYSN10006164,SH3202126,2,191600,0,0,20250227,6
TX0002940250515001,CUS0002940,SYSN10002244,SH8673707,2,235800,47200,20000,20250515,6
TX0002941250923000,CUS0002941,SYSN10003024,SH6031620,1,124800,18700,0,20250923,5
TX0002941251010001,CUS0002941,SYSN10002923,SH5267887,3,69400,75900,0,20251010,4
TX0002942231222000,CUS0002942,SYSN10004357,SH7662761,1,206100,0,15000,20231222,5
TX0002942231231001,CUS0002942,SYSN10004531,SH9774432,1,110400,0,0,20231231,5
TX0002943231203000,CUS0002943,SYSN10002318,SH1714496,1,175700,8800,15000,20231203,6
TX0002943231208001,CUS0002943,SYSN10002319,SH8077035,1,62800,3100,30000,20231208,4
TX0002944251208000,CUS0002944,SYSN10006930,SH4408751,2,154300,92600,0,20251208,1
TX0002944251214001,CUS0002944,SYSN10003132,SH3662793,2,234500,0,15000,20251214,4
TX0002944251230004,CUS0002944,SYSN10005408,SH8143932,2,165100,0,30000,20251230,5
TX0002945241203000,CUS0002945,SYSN10002148,SH9483674,1,312200,31200,0,20241203,2
TX0002945241204001,CUS0002945,SYSN10005889,SH8295371,1,397300,0,0,20241204,4
TX0002945241208002,CUS0002945,SYSN10007815,SH9398699,2,559100,55900,0,20241208,2
TX0002945241211003,CUS0002945,SYSN10002565,SH7207931,2,229300,137100,20000,20241211,3
TX0002945241211004,CUS0002945,SYSN10004100,SH1429114,1,262400,46600,30000,20241211,6
TX0002945241213005,CUS0002945,SYSN10001672,SH9873352,4,429100,171600,0,20241213,1
TX0002945241217006,CUS0002945,SYSN10006916,SH7183674,3,643700,386200,30000,20241217,6
TX0002945241224007,CUS0002945,SYSN10003874,SH9649816,2,342700,68500,20000,20241224,5
TX0002945241224008,CUS0002945,SYSN10001315,SH4586632,2,332000,0,15000,20241224,2
TX0002945241229009,CUS0002945,SYSN10005441,SH8796388,1,328100,32800,30000,20241229,5
TX0002946250808001,CUS0002946,SYSN10006207,SH8054923,2,130700,69500,20000,20250808,2
TX0002946250907002,CUS0002946,SYSN10004152,SH8693689,1,109800,22000,30000,20250907,4
TX0002947241211000,CUS0002947,SYSN10001964,SH3895328,2,156500,61100,0,20241211,2
TX0002947241212001,CUS0002947,SYSN10003545,SH1401415,1,176200,82300,0,20241212,2
TX0002947241227002,CUS0002947,SYSN10006372,SH7870389,2,119300,35800,0,20241227,2
TX0002947241227003,CUS0002947,SYSN10001397,SH2225651,1,130800,26200,20000,20241227,6
TX0002947241228004,CUS0002947,SYSN10002828,SH7482414,2,375000,0,0,20241228,6
TX0002948250120000,CUS0002948,SYSN10003199,SH6719439,1,73200,0,0,20250120,6
TX0002948250201001,CUS0002948,SYSN10005477,SH4531145,1,74600,0,20000,20250201,2
TX0002949250909000,CUS0002949,SYSN10005717,SH2817810,1,245400,80400,0,20250909,2
TX0002949251107001,CUS0002949,SYSN10005491,SH6933188,2,227900,0,0,20251107,4
TX0002949251123002,CUS0002949,SYSN10004842,SH6366709,3,247300,0,20000,20251123,5
