thang_cohort,ky_cohort,khach_hoat_dong,quy_mo_cohort,ty_le_giu_chan
2023-11,12,160,1527,0.1048
2023-11,13,152,1527,0.0995
2023-11,14,147,1527,0.0963
2023-11,15,128,1527,0.0838
2023-11,16,136,1527,0.0891
2023-11,17,122,1527,0.0799
2023-11,18,119,1527,0.0779
2023-11,19,116,1527,0.076
2023-11,20,103,1527,0.0675
2023-11,21,113,1527,0.074
2023-11,22,100,1527,0.0655
2023-11,23,101,1527,0.0661
2023-11,24,99,1527,0.0648
2023-11,25,91,1527,0.0596
2023-12,0,1415,1415,1.0
2023-12,1,362,1415,0.2558
2023-12,2,356,1415,0.2516
2023-12,3,330,1415,0.2332
2023-12,4,309,1415,0.2184
2023-12,5,264,1415,0.1866
2023-12,6,234,1415,0.1654
2023-12,7,221,1415,0.1562
2023-12,8,193,1415,0.1364
2023-12,9,181,1415,0.1279
2023-12,10,167,1415,0.118
2023-12,11,150,1415,0.106
2023-12,12,142,1415,0.1004
2023-12,13,140,1415,0.0989
2023-12,14,114,1415,0.0806
2023-12,15,125,1415,0.0883
2023-12,16,105,1415,0.0742
2023-12,17,109,1415,0.077
2023-12,18,111,1415,0.0784
2023-12,19,111,1415,0.0784
2023-12,20,100,1415,0.0707
2023-12,21,86,1415,0.0608
2023-12,22,96,1415,0.0678
2023-12,23,93,1415,0.0657
2023-12,24,89,1415,0.0629
2024-01,0,900,900,1.0
2024-01,1,250,900,0.2778
2024-01,2,246,900,0.2733
2024-01,3,195,900,0.2167
2024-01,4,223,900,0.2478
2024-01,5,192,900,0.2133
2024-01,6,156,900,0.1733
2024-01,7,150,900,0.1667
2024-01,8,135,900,0.15
2024-01,9,114,900,0.1267
2024-01,10,110,900,0.1222
2024-01,11,101,900,0.1122
2024-01,12,85,900,0.0944
2024-01,13,76,900,0.0844
2024-01,14,98,900,0.1089
2024-01,15,73,900,0.0811
2024-01,16,67,900,0.0744
2024-01,17,74,900,0.0822
2024-01,18,69,900,0.0767
2024-01,19,76,900,0.0844
2024-01,20,49,900,0.0544
2024-01,21,61,900,0.0678
2024-01,22,54,900,0.06
2024-01,23,62,900,0.0689
2024-02,0,807,807,1.0
2024-02,1,229,807,0.2838
2024-02,2,182,807,0.2255
2024-02,3,193,807,0.2392
2024-02,4,186,807,0.2305
2024-02,5,173,807,0.2144
2024-02,6,149,807,0.1846
2024-02,7,133,807,0.1648
2024-02,8,122,807,0.1512
2024-02,9,96,807,0.119
2024-02,10,84,807,0.1041
2024-02,11,80,807,0.0991
2024-02,12,65,807,0.0805
2024-02,13,77,807,0.0954
2024-02,14,67,807,0.083
2024-02,15,70,807,0.0867
2024-02,16,60,807,0.0743
2024-02,17,67,807,0.083
2024-02,18,61,807,0.0756
2024-02,19,51,807,0.0632
2024-02,20,48,807,0.0595
2024-02,21,46,807,0.057
2024-02,22,40,807,0.0496
2024-03,0,1030,1030,1.0
2024-03,1,270,1030,0.2621
2024-03,2,279,1030,0.2709
2024-03,3,248,1030,0.2408
2024-03,4,254,1030,0.2466
2024-03,5,209,1030,0.2029
2024-03,6,176,1030,0.1709
2024-03,7,170,1030,0.165
2024-03,8,148,1030,0.1437
2024-03,9,149,1030,0.1447
2024-03,10,145,1030,0.1408
2024-03,11,112,1030,0.1087
2024-03,12,106,1030,0.1029
2024-03,13,111,1030,0.1078
2024-03,14,100,1030,0.0971
2024-03,15,102,1030,0.099
2024-03,16,98,1030,0.0951
2024-03,17,91,1030,0.0883
2024-03,18,69,1030,0.067
2024-03,19,84,1030,0.0816
2024-03,20,81,1030,0.0786
2024-03,21,78,1030,0.0757
2024-04,0,1081,1081,1.0
2024-04,1,302,1081,0.2794
2024-04,2,288,1081,0.2664
2024-04,3,277,1081,0.2562
2024-04,4,257,1081,0.2377
2024-04,5,204,1081,0.1887
2024-04,6,216,1081,0.1998
2024-04,7,175,1081,0.1619
2024-04,8,175,1081,0.1619
2024-04,9,175,1081,0.1619
2024-04,10,134,1081,0.124
2024-04,11,124,1081,0.1147
2024-04,12,114,1081,0.1055
2024-04,13,126,1081,0.1166
2024-04,14,117,1081,0.1082
2024-04,15,116,1081,0.1073
2024-04,16,109,1081,0.1008
2024-04,17,93,1081,0.086
2024-04,18,89,1081,0.0823
2024-04,19,87,1081,0.0805
2024-04,20,69,1081,0.0638
2024-05,0,1092,1092,1.0
2024-05,1,327,1092,0.2995
2024-05,2,315,1092,0.2885
2024-05,3,282,1092,0.2582
2024-05,4,246,1092,0.2253
2024-05,5,239,1092,0.2189
2024-05,6,193,1092,0.1767
2024-05,7,184,1092,0.1685
2024-05,8,181,1092,0.1658
2024-05,9,146,1092,0.1337
2024-05,10,153,1092,0.1401
2024-05,11,104,1092,0.0952
2024-05,12,118,1092,0.1081
2024-05,13,116,1092,0.1062
2024-05,14,119,1092,0.109
2024-05,15,104,1092,0.0952
2024-05,16,85,1092,0.0778
2024-05,17,103,1092,0.0943
2024-05,18,96,1092,0.0879
2024-05,19,94,1092,0.0861
2024-06,0,1153,1153,1.0
2024-06,1,350,1153,0.3036
2024-06,2,322,1153,0.2793
2024-06,3,298,1153,0.2585
2024-06,4,261,1153,0.2264
2024-06,5,242,1153,0.2099
2024-06,6,227,1153,0.1969
2024-06,7,206,1153,0.1787
2024-06,8,168,1153,0.1457
2024-06,9,177,1153,0.1535
2024-06,10,150,1153,0.1301
2024-06,11,148,1153,0.1284
2024-06,12,138,1153,0.1197
2024-06,13,149,1153,0.1292
2024-06,14,132,1153,0.1145
2024-06,15,129,1153,0.1119
2024-06,16,108,1153,0.0937
2024-06,17,105,1153,0.0911
2024-06,18,118,1153,0.1023
2024-07,0,1125,1125,1.0
2024-07,1,323,1125,0.2871
2024-07,2,306,1125,0.272
2024-07,3,296,1125,0.2631
2024-07,4,277,1125,0.2462
2024-07,5,227,1125,0.2018
2024-07,6,219,1125,0.1947
2024-07,7,168,1125,0.1493
2024-07,8,181,1125,0.1609
2024-07,9,169,1125,0.1502
2024-07,10,168,1125,0.1493
2024-07,11,151,1125,0.1342
2024-07,12,147,1125,0.1307
2024-07,13,128,1125,0.1138
2024-07,14,126,1125,0.112
2024-07,15,124,1125,0.1102
2024-07,16,124,1125,0.1102
2024-07,17,107,1125,0.0951
2024-08,0,1123,1123,1.0
2024-08,1,343,1123,0.3054
2024-08,2,336,1123,0.2992
2024-08,3,324,1123,0.2885
2024-08,4,294,1123,0.2618
2024-08,5,272,1123,0.2422
2024-08,6,231,1123,0.2057
2024-08,7,214,1123,0.1906
2024-08,8,190,1123,0.1692
2024-08,9,187,1123,0.1665
2024-08,10,178,1123,0.1585
2024-08,11,151,1123,0.1345
2024-08,12,148,1123,0.1318
2024-08,13,141,1123,0.1256
2024-08,14,143,1123,0.1273
2024-08,15,135,1123,0.1202
2024-08,16,134,1123,0.1193
2024-09,0,1249,1249,1.0
2024-09,1,397,1249,0.3179
2024-09,2,322,1249,0.2578
2024-09,3,314,1249,0.2514
2024-09,4,294,1249,0.2354
2024-09,5,263,1249,0.2106
2024-09,6,254,1249,0.2034
2024-09,7,208,1249,0.1665
2024-09,8,198,1249,0.1585
2024-09,9,185,1249,0.1481
2024-09,10,191,1249,0.1529
2024-09,11,168,1249,0.1345
2024-09,12,146,1249,0.1169
2024-09,13,144,1249,0.1153
2024-09,14,129,1249,0.1033
2024-09,15,141,1249,0.1129
2024-10,0,1452,1452,1.0
2024-10,1,439,1452,0.3023
2024-10,2,450,1452,0.3099
2024-10,3,412,1452,0.2837
2024-10,4,340,1452,0.2342
2024-10,5,344,1452,0.2369
2024-10,6,330,1452,0.2273
2024-10,7,309,1452,0.2128
2024-10,8,231,1452,0.1591
2024-10,9,221,1452,0.1522
2024-10,10,223,1452,0.1536
2024-10,11,214,1452,0.1474
2024-10,12,207,1452,0.1426
2024-10,13,199,1452,0.1371
2024-10,14,182,1452,0.1253
2024-11,0,1612,1612,1.0
2024-11,1,492,1612,0.3052
2024-11,2,491,1612,0.3046
2024-11,3,440,1612,0.273
2024-11,4,409,1612,0.2537
2024-11,5,354,1612,0.2196
2024-11,6,347,1612,0.2153
2024-11,7,318,1612,0.1973
2024-11,8,263,1612,0.1632
2024-11,9,259,1612,0.1607
2024-11,10,234,1612,0.1452
2024-11,11,233,1612,0.1445
2024-11,12,195,1612,0.121
2024-11,13,197,1612,0.1222
2024-12,0,1435,1435,1.0
2024-12,1,456,1435,0.3178
2024-12,2,406,1435,0.2829
2024-12,3,398,1435,0.2774
2024-12,4,371,1435,0.2585
2024-12,5,361,1435,0.2516
2024-12,6,317,1435,0.2209
2024-12,7,306,1435,0.2132
2024-12,8,278,1435,0.1937
2024-12,9,273,1435,0.1902
2024-12,10,264,1435,0.184
2024-12,11,229,1435,0.1596
2024-12,12,215,1435,0.1498
2025-01,0,514,514,1.0
2025-01,1,149,514,0.2899
2025-01,2,155,514,0.3016
2025-01,3,149,514,0.2899
2025-01,4,150,514,0.2918
2025-01,5,125,514,0.2432
2025-01,6,104,514,0.2023
2025-01,7,105,514,0.2043
2025-01,8,97,514,0.1887
2025-01,9,99,514,0.1926
2025-01,10,81,514,0.1576
2025-01,11,75,514,0.1459
2025-02,0,372,372,1.0
2025-02,1,126,372,0.3387
2025-02,2,117,372,0.3145
2025-02,3,110,372,0.2957
2025-02,4,121,372,0.3253
2025-02,5,92,372,0.2473
2025-02,6,89,372,0.2392
2025-02,7,87,372,0.2339
2025-02,8,79,372,0.2124
2025-02,9,71,372,0.1909
2025-02,10,53,372,0.1425
2025-03,0,480,480,1.0
2025-03,1,165,480,0.3438
2025-03,2,170,480,0.3542
2025-03,3,154,480,0.3208
2025-03,4,146,480,0.3042
2025-03,5,113,480,0.2354
2025-03,6,102,480,0.2125
2025-03,7,108,480,0.225
2025-03,8,108,480,0.225
2025-03,9,107,480,0.2229
2025-04,0,529,529,1.0
2025-04,1,179,529,0.3384
2025-04,2,177,529,0.3346
2025-04,3,177,529,0.3346
2025-04,4,165,529,0.3119
2025-04,5,143,529,0.2703
2025-04,6,139,529,0.2628
2025-04,7,125,529,0.2363
2025-04,8,126,529,0.2382
2025-05,0,545,545,1.0
2025-05,1,201,545,0.3688
2025-05,2,194,545,0.356
2025-05,3,181,545,0.3321
2025-05,4,167,545,0.3064
2025-05,5,152,545,0.2789
2025-05,6,160,545,0.2936
2025-05,7,126,545,0.2312
2025-06,0,567,567,1.0
2025-06,1,219,567,0.3862
2025-06,2,224,567,0.3951
2025-06,3,203,567,0.358
2025-06,4,206,567,0.3633
2025-06,5,173,567,0.3051
2025-06,6,162,567,0.2857
2025-07,0,539,539,1.0
2025-07,1,231,539,0.4286
2025-07,2,205,539,0.3803
2025-07,3,223,539,0.4137
2025-07,4,210,539,0.3896
2025-07,5,185,539,0.3432
2025-08,0,567,567,1.0
2025-08,1,234,567,0.4127
2025-08,2,242,567,0.4268
2025-08,3,214,567,0.3774
2025-08,4,209,567,0.3686
2025-09,0,638,638,1.0
2025-09,1,319,638,0.5
2025-09,2,293,638,0.4592
2025-09,3,295,638,0.4624
2025-10,0,719,719,1.0
2025-10,1,413,719,0.5744
2025-10,2,387,719,0.5382
2025-11,0,840,840,1.0
2025-11,1,576,840,0.6857
2025-12,0,759,759,1.0
