ma_snapshot,ma_san_pham,gia_tai_ngay,ton_kho_tai_ngay,ban_luy_ke,ban_trong_ngay_uoc_tinh,khoa_ngay
SNAPSYSN1000498120251003,SYSN10004981,360700,130,14,0,20251003
SNAPSYSN1000498120251004,SYSN10004981,346300,130,14,0,20251004
SNAPSYSN1000498120251005,SYSN10004981,348500,130,14,0,20251005
SNAPSYSN1000498120251006,SYSN10004981,342200,127,17,3,20251006
SNAPSYSN1000498120251007,SYSN10004981,352100,130,17,0,20251007
SNAPSYSN1000498120251008,SYSN10004981,355800,129,18,1,20251008
SNAPSYSN1000498120251009,SYSN10004981,301800,130,18,0,20251009
SNAPSYSN1000498120251010,SYSN10004981,301800,129,19,1,20251010
SNAPSYSN1000498120251011,SYSN10004981,350400,129,20,1,20251011
SNAPSYSN1000498120251012,SYSN10004981,356700,128,22,2,20251012
SNAPSYSN1000498120251013,SYSN10004981,349800,130,22,0,20251013
SNAPSYSN1000498120251014,SYSN10004981,347900,130,22,0,20251014
SNAPSYSN1000498120251015,SYSN10004981,339200,130,22,0,20251015
SNAPSYSN1000498120251016,SYSN10004981,353400,130,22,0,20251016
SNAPSYSN1000498120251017,SYSN10004981,338600,130,22,0,20251017
SNAPSYSN1000498120251018,SYSN10004981,346000,130,22,0,20251018
SNAPSYSN1000498120251019,SYSN10004981,355100,128,24,2,20251019
SNAPSYSN1000498120251020,SYSN10004981,361700,130,24,0,20251020
SNAPSYSN1000498120251021,SYSN10004981,350900,130,24,0,20251021
SNAPSYSN1000498120251022,SYSN10004981,344900,130,24,0,20251022
SNAPSYSN1000498120251023,SYSN10004981,338500,130,24,0,20251023
SNAPSYSN1000498120251024,SYSN10004981,354500,130,24,0,20251024
SNAPSYSN1000498120251025,SYSN10004981,358600,129,25,1,20251025
SNAPSYSN1000498120251026,SYSN10004981,361200,130,25,0,20251026
SNAPSYSN1000498120251027,SYSN10004981,358000,130,25,0,20251027
SNAPSYSN1000498120251028,SYSN10004981,346200,128,27,2,20251028
SNAPSYSN1000498120251029,SYSN10004981,347800,129,28,1,20251029
SNAPSYSN1000498120251030,SYSN10004981,347500,129,29,1,20251030
SNAPSYSN1000498120251031,SYSN10004981,341000,129,30,1,20251031
SNAPSYSN1000498120251101,SYSN10004981,356100,130,30,0,20251101
SNAPSYSN1000498120251102,SYSN10004981,352700,129,31,1,20251102
SNAPSYSN1000498120251103,SYSN10004981,353900,130,31,0,20251103
SNAPSYSN1000498120251104,SYSN10004981,361100,130,31,0,20251104
SNAPSYSN1000498120251105,SYSN10004981,344700,130,31,0,20251105
SNAPSYSN1000498120251106,SYSN10004981,347900,130,31,0,20251106
SNAPSYSN1000498120251107,SYSN10004981,339000,130,31,0,20251107
SNAPSYSN1000498120251108,SYSN10004981,360500,130,31,0,20251108
SNAPSYSN1000498120251109,SYSN10004981,351900,130,31,0,20251109
SNAPSYSN1000498120251110,SYSN10004981,301800,129,32,1,20251110
SNAPSYSN1000498120251111,SYSN10004981,301800,129,33,1,20251111
SNAPSYSN1000498120251112,SYSN10004981,345700,130,33,0,20251112
SNAPSYSN1000498120251113,SYSN10004981,342900,130,33,0,20251113
SNAPSYSN1000498120251114,SYSN10004981,337300,130,33,0,20251114
SNAPSYSN1000498120251115,SYSN10004981,346200,130,33,0,20251115
SNAPSYSN1000498120251116,SYSN10004981,350400,129,34,1,20251116
SNAPSYSN1000498120251117,SYSN10004981,354600,130,34,0,20251117
SNAPSYSN1000498120251118,SYSN10004981,337500,130,34,0,20251118
SNAPSYSN1000498120251119,SYSN10004981,345300,130,34,0,20251119
SNAPSYSN1000498120251120,SYSN10004981,355000,129,35,1,20251120
SNAPSYSN1000498120251121,SYSN10004981,353500,130,35,0,20251121
SNAPSYSN1000498120251122,SYSN10004981,353900,130,35,0,20251122
SNAPSYSN1000498120251123,SYSN10004981,345700,129,36,1,20251123
SNAPSYSN1000498120251124,SYSN10004981,344500,130,36,0,20251124
SNAPSYSN1000498120251125,SYSN10004981,354700,129,37,1,20251125
SNAPSYSN1000498120251126,SYSN10004981,354000,129,38,1,20251126
SNAPSYSN1000498120251127,SYSN10004981,350100,130,38,0,20251127
SNAPSYSN1000498120251128,SYSN10004981,358200,130,38,0,20251128
SNAPSYSN1000498120251129,SYSN10004981,360400,129,39,1,20251129
SNAPSYSN1000498120251130,SYSN10004981,355300,129,40,1,20251130
SNAPSYSN1000498120251201,SYSN10004981,343100,130,40,0,20251201
SNAPSYSN1000498120251202,SYSN10004981,348500,130,40,0,20251202
SNAPSYSN1000498120251203,SYSN10004981,356700,129,41,1,20251203
SNAPSYSN1000498120251204,SYSN10004981,354500,130,41,0,20251204
SNAPSYSN1000498120251205,SYSN10004981,348900,130,41,0,20251205
SNAPSYSN1000498120251206,SYSN10004981,343400,130,41,0,20251206
SNAPSYSN1000498120251207,SYSN10004981,340400,130,41,0,20251207
SNAPSYSN1000498120251208,SYSN10004981,351700,130,41,0,20251208
SNAPSYSN1000498120251209,SYSN10004981,343900,130,41,0,20251209
SNAPSYSN1000498120251210,SYSN10004981,360200,129,42,1,20251210
SNAPSYSN1000498120251211,SYSN10004981,301800,129,43,1,20251211
SNAPSYSN1000498120251212,SYSN10004981,301800,126,47,4,20251212
SNAPSYSN1000498120251213,SYSN10004981,356400,130,47,0,20251213
SNAPSYSN1000498120251214,SYSN10004981,341600,130,47,0,20251214
SNAPSYSN1000498120251215,SYSN10004981,340400,130,47,0,20251215
SNAPSYSN1000498120251216,SYSN10004981,346400,130,47,0,20251216
SNAPSYSN1000498120251217,SYSN10004981,345200,129,48,1,20251217
SNAPSYSN1000498120251218,SYSN10004981,350800,130,48,0,20251218
SNAPSYSN1000498120251219,SYSN10004981,350500,130,48,0,20251219
SNAPSYSN1000498120251220,SYSN10004981,346300,127,51,3,20251220
SNAPSYSN1000498120251221,SYSN10004981,346000,130,51,0,20251221
SNAPSYSN1000498120251222,SYSN10004981,342600,129,52,1,20251222
SNAPSYSN1000498120251223,SYSN10004981,352400,130,52,0,20251223
SNAPSYSN1000498120251224,SYSN10004981,337300,130,52,0,20251224
SNAPSYSN1000498120251225,SYSN10004981,301800,129,53,1,20251225
SNAPSYSN1000498120251226,SYSN10004981,338500,129,54,1,20251226
SNAPSYSN1000498120251227,SYSN10004981,352000,130,54,0,20251227
SNAPSYSN1000498120251228,SYSN10004981,360800,129,55,1,20251228
SNAPSYSN1000498120251229,SYSN10004981,347100,130,55,0,20251229
SNAPSYSN1000498120251230,SYSN10004981,357000,129,56,1,20251230
SNAPSYSN1000498120251231,SYSN10004981,349300,130,56,0,20251231
SNAPSYSN1000622820251002,SYSN10006228,49600,252,1913,0,20251002
SNAPSYSN1000622820251003,SYSN10006228,48100,251,1914,1,20251003
SNAPSYSN1000622820251004,SYSN10006228,48400,252,1914,0,20251004
SNAPSYSN1000622820251005,SYSN10006228,50800,252,1914,0,20251005
SNAPSYSN1000622820251006,SYSN10006228,49000,252,1914,0,20251006
SNAPSYSN1000622820251007,SYSN10006228,48500,252,1914,0,20251007
SNAPSYSN1000622820251008,SYSN10006228,50000,252,1914,0,20251008
SNAPSYSN1000622820251009,SYSN10006228,42500,250,1916,2,20251009
SNAPSYSN1000622820251010,SYSN10006228,42500,246,1922,6,20251010
SNAPSYSN1000622820251011,SYSN10006228,50900,251,1923,1,20251011
SNAPSYSN1000622820251012,SYSN10006228,50100,252,1923,0,20251012
SNAPSYSN1000622820251013,SYSN10006228,50100,251,1924,1,20251013
SNAPSYSN1000622820251014,SYSN10006228,48700,252,1924,0,20251014
SNAPSYSN1000622820251015,SYSN10006228,50100,252,1924,0,20251015
SNAPSYSN1000622820251016,SYSN10006228,49600,250,1926,2,20251016
SNAPSYSN1000622820251017,SYSN10006228,49700,252,1926,0,20251017
SNAPSYSN1000622820251018,SYSN10006228,50600,251,1927,1,20251018
SNAPSYSN1000622820251019,SYSN10006228,50000,251,1928,1,20251019
SNAPSYSN1000622820251020,SYSN10006228,49100,252,1928,0,20251020
SNAPSYSN1000622820251021,SYSN10006228,48400,252,1928,0,20251021
SNAPSYSN1000622820251022,SYSN10006228,49700,252,1928,0,20251022
SNAPSYSN1000622820251023,SYSN10006228,49000,252,1928,0,20251023
SNAPSYSN1000622820251024,SYSN10006228,49000,252,1928,0,20251024
SNAPSYSN1000622820251025,SYSN10006228,47800,251,1929,1,20251025
SNAPSYSN1000622820251026,SYSN10006228,50100,250,1931,2,20251026
SNAPSYSN1000622820251027,SYSN10006228,50200,252,1931,0,20251027
SNAPSYSN1000622820251028,SYSN10006228,49200,252,1931,0,20251028
SNAPSYSN1000622820251029,SYSN10006228,50100,252,1931,0,20251029
SNAPSYSN1000622820251030,SYSN10006228,48400,252,1931,0,20251030
SNAPSYSN1000622820251031,SYSN10006228,50000,252,1931,0,20251031
SNAPSYSN1000622820251101,SYSN10006228,49300,252,1931,0,20251101
SNAPSYSN1000622820251102,SYSN10006228,50200,252,1931,0,20251102
SNAPSYSN1000622820251103,SYSN10006228,50800,252,1931,0,20251103
SNAPSYSN1000622820251104,SYSN10006228,47900,252,1931,0,20251104
SNAPSYSN1000622820251105,SYSN10006228,47800,252,1931,0,20251105
SNAPSYSN1000622820251106,SYSN10006228,48400,252,1931,0,20251106
SNAPSYSN1000622820251107,SYSN10006228,48300,251,1932,1,20251107
SNAPSYSN1000622820251108,SYSN10006228,48200,252,1932,0,20251108
SNAPSYSN1000622820251109,SYSN10006228,48600,252,1932,0,20251109
SNAPSYSN1000622820251110,SYSN10006228,42500,252,1932,0,20251110
SNAPSYSN1000622820251111,SYSN10006228,42500,246,1938,6,20251111
SNAPSYSN1000622820251112,SYSN10006228,50300,252,1938,0,20251112
SNAPSYSN1000622820251113,SYSN10006228,48900,252,1938,0,20251113
SNAPSYSN1000622820251114,SYSN10006228,48700,250,1940,2,20251114
SNAPSYSN1000622820251115,SYSN10006228,51000,252,1940,0,20251115
SNAPSYSN1000622820251116,SYSN10006228,48400,252,1940,0,20251116
SNAPSYSN1000622820251117,SYSN10006228,50700,252,1940,0,20251117
SNAPSYSN1000622820251118,SYSN10006228,50800,251,1941,1,20251118
SNAPSYSN1000622820251119,SYSN10006228,50600,252,1941,0,20251119
SNAPSYSN1000622820251120,SYSN10006228,48900,252,1941,0,20251120
SNAPSYSN1000622820251121,SYSN10006228,51000,252,1941,0,20251121
SNAPSYSN1000622820251122,SYSN10006228,48500,250,1943,2,20251122
SNAPSYSN1000622820251123,SYSN10006228,48600,252,1943,0,20251123
SNAPSYSN1000622820251124,SYSN10006228,49800,252,1943,0,20251124
SNAPSYSN1000622820251125,SYSN10006228,48700,250,1945,2,20251125
SNAPSYSN1000622820251126,SYSN10006228,49700,251,1946,1,20251126
SNAPSYSN1000622820251127,SYSN10006228,48600,251,1947,1,20251127
SNAPSYSN1000622820251128,SYSN10006228,49400,251,1948,1,20251128
SNAPSYSN1000622820251129,SYSN10006228,47700,251,1949,1,20251129
SNAPSYSN1000622820251130,SYSN10006228,47900,250,1951,2,20251130
SNAPSYSN1000622820251201,SYSN10006228,48800,251,1952,1,20251201
SNAPSYSN1000622820251202,SYSN10006228,50000,252,1952,0,20251202
SNAPSYSN1000622820251203,SYSN10006228,48000,252,1952,0,20251203
SNAPSYSN1000622820251204,SYSN10006228,49000,252,1952,0,20251204
SNAPSYSN1000622820251205,SYSN10006228,48800,251,1953,1,20251205
SNAPSYSN1000622820251206,SYSN10006228,49300,251,1954,1,20251206
SNAPSYSN1000622820251207,SYSN10006228,50100,252,1954,0,20251207
SNAPSYSN1000622820251208,SYSN10006228,49000,250,1956,2,20251208
SNAPSYSN1000622820251209,SYSN10006228,50900,252,1956,0,20251209
SNAPSYSN1000622820251210,SYSN10006228,49800,252,1956,0,20251210
SNAPSYSN1000622820251211,SYSN10006228,42500,251,1957,1,20251211
SNAPSYSN1000622820251212,SYSN10006228,42500,251,1958,1,20251212
SNAPSYSN1000622820251213,SYSN10006228,51000,250,1960,2,20251213
SNAPSYSN1000622820251214,SYSN10006228,48900,252,1960,0,20251214
SNAPSYSN1000622820251215,SYSN10006228,49900,250,1962,2,20251215
SNAPSYSN1000622820251216,SYSN10006228,48000,250,1964,2,20251216
SNAPSYSN1000622820251217,SYSN10006228,49700,252,1964,0,20251217
SNAPSYSN1000622820251218,SYSN10006228,48300,252,1964,0,20251218
SNAPSYSN1000622820251219,SYSN10006228,48900,252,1964,0,20251219
SNAPSYSN1000622820251220,SYSN10006228,48900,252,1964,0,20251220
SNAPSYSN1000622820251221,SYSN10006228,47900,252,1964,0,20251221
SNAPSYSN1000622820251222,SYSN10006228,48000,251,1965,1,20251222
SNAPSYSN1000622820251223,SYSN10006228,49000,252,1965,0,20251223
SNAPSYSN1000622820251224,SYSN10006228,49800,251,1966,1,20251224
SNAPSYSN1000622820251225,SYSN10006228,42500,251,1967,1,20251225
SNAPSYSN1000622820251226,SYSN10006228,47600,252,1967,0,20251226
SNAPSYSN1000622820251227,SYSN10006228,49000,252,1967,0,20251227
SNAPSYSN1000622820251228,SYSN10006228,49700,251,1968,1,20251228
SNAPSYSN1000622820251229,SYSN10006228,48800,252,1968,0,20251229
SNAPSYSN1000622820251230,SYSN10006228,48700,251,1969,1,20251230
SNAPSYSN1000622820251231,SYSN10006228,50000,252,1969,0,20251231
SNAPSYSN1000292120251002,SYSN10002921,141300,492,663,0,20251002
SNAPSYSN1000292120251003,SYSN10002921,138500,490,665,2,20251003
SNAPSYSN1000292120251004,SYSN10002921,140500,492,665,0,20251004
SNAPSYSN1000292120251005,SYSN10002921,133800,492,665,0,20251005
SNAPSYSN1000292120251006,SYSN10002921,139800,492,665,0,20251006
SNAPSYSN1000292120251007,SYSN10002921,136700,491,666,1,20251007
SNAPSYSN1000292120251008,SYSN10002921,139500,491,667,1,20251008
SNAPSYSN1000292120251009,SYSN10002921,118200,492,667,0,20251009
SNAPSYSN1000292120251010,SYSN10002921,118200,490,669,2,20251010
SNAPSYSN1000292120251011,SYSN10002921,132600,492,669,0,20251011
SNAPSYSN1000292120251012,SYSN10002921,139600,492,669,0,20251012
SNAPSYSN1000292120251013,SYSN10002921,137300,492,669,0,20251013
SNAPSYSN1000292120251014,SYSN10002921,140800,492,669,0,20251014
SNAPSYSN1000292120251015,SYSN10002921,138900,491,670,1,20251015
SNAPSYSN1000292120251016,SYSN10002921,140300,492,670,0,20251016
SNAPSYSN1000292120251017,SYSN10002921,141600,491,671,1,20251017
SNAPSYSN1000292120251018,SYSN10002921,138200,492,671,0,20251018
SNAPSYSN1000292120251019,SYSN10002921,139000,492,671,0,20251019
SNAPSYSN1000292120251020,SYSN10002921,132800,492,671,0,20251020
SNAPSYSN1000292120251021,SYSN10002921,141700,492,671,0,20251021
SNAPSYSN1000292120251022,SYSN10002921,138000,492,671,0,20251022
SNAPSYSN1000292120251023,SYSN10002921,140200,492,671,0,20251023
SNAPSYSN1000292120251024,SYSN10002921,137400,492,671,0,20251024
SNAPSYSN1000292120251025,SYSN10002921,136300,491,672,1,20251025
SNAPSYSN1000292120251026,SYSN10002921,135800,491,673,1,20251026
SNAPSYSN1000292120251027,SYSN10002921,139900,492,673,0,20251027
SNAPSYSN1000292120251028,SYSN10002921,138100,491,674,1,20251028
SNAPSYSN1000292120251029,SYSN10002921,132200,492,674,0,20251029
SNAPSYSN1000292120251030,SYSN10002921,133500,492,674,0,20251030
SNAPSYSN1000292120251031,SYSN10002921,138400,492,674,0,20251031
SNAPSYSN1000292120251101,SYSN10002921,132900,492,674,0,20251101
SNAPSYSN1000292120251102,SYSN10002921,134500,492,674,0,20251102
SNAPSYSN1000292120251103,SYSN10002921,133500,492,674,0,20251103
SNAPSYSN1000292120251104,SYSN10002921,137300,492,674,0,20251104
SNAPSYSN1000292120251105,SYSN10002921,139400,491,675,1,20251105
SNAPSYSN1000292120251106,SYSN10002921,140900,492,675,0,20251106
SNAPSYSN1000292120251107,SYSN10002921,138200,492,675,0,20251107
SNAPSYSN1000292120251108,SYSN10002921,135200,492,675,0,20251108
SNAPSYSN1000292120251109,SYSN10002921,133500,492,675,0,20251109
SNAPSYSN1000292120251110,SYSN10002921,118200,491,676,1,20251110
SNAPSYSN1000292120251111,SYSN10002921,118200,489,679,3,20251111
SNAPSYSN1000292120251112,SYSN10002921,135400,492,679,0,20251112
SNAPSYSN1000292120251113,SYSN10002921,139100,491,680,1,20251113
SNAPSYSN1000292120251114,SYSN10002921,139000,492,680,0,20251114
SNAPSYSN1000292120251115,SYSN10002921,134200,491,681,1,20251115
SNAPSYSN1000292120251116,SYSN10002921,137000,492,681,0,20251116
SNAPSYSN1000292120251117,SYSN10002921,136900,491,682,1,20251117
SNAPSYSN1000292120251118,SYSN10002921,132800,491,683,1,20251118
SNAPSYSN1000292120251119,SYSN10002921,134400,490,685,2,20251119
SNAPSYSN1000292120251120,SYSN10002921,134200,490,687,2,20251120
SNAPSYSN1000292120251121,SYSN10002921,140100,492,687,0,20251121
SNAPSYSN1000292120251122,SYSN10002921,137100,491,688,1,20251122
SNAPSYSN1000292120251123,SYSN10002921,137200,492,688,0,20251123
SNAPSYSN1000292120251124,SYSN10002921,132900,492,688,0,20251124
SNAPSYSN1000292120251125,SYSN10002921,139400,492,688,0,20251125
SNAPSYSN1000292120251126,SYSN10002921,132600,492,688,0,20251126
SNAPSYSN1000292120251127,SYSN10002921,132100,491,689,1,20251127
SNAPSYSN1000292120251128,SYSN10002921,139500,492,689,0,20251128
SNAPSYSN1000292120251129,SYSN10002921,136600,492,689,0,20251129
SNAPSYSN1000292120251130,SYSN10002921,134000,492,689,0,20251130
SNAPSYSN1000292120251201,SYSN10002921,137000,491,690,1,20251201
SNAPSYSN1000292120251202,SYSN10002921,132500,492,690,0,20251202
SNAPSYSN1000292120251203,SYSN10002921,140500,492,690,0,20251203
SNAPSYSN1000292120251204,SYSN10002921,134800,492,690,0,20251204
SNAPSYSN1000292120251205,SYSN10002921,139200,492,690,0,20251205
SNAPSYSN1000292120251206,SYSN10002921,141200,492,690,0,20251206
SNAPSYSN1000292120251207,SYSN10002921,137200,492,690,0,20251207
SNAPSYSN1000292120251208,SYSN10002921,132400,492,690,0,20251208
SNAPSYSN1000292120251209,SYSN10002921,138200,490,692,2,20251209
SNAPSYSN1000292120251210,SYSN10002921,137400,492,692,0,20251210
SNAPSYSN1000292120251211,SYSN10002921,118200,490,694,2,20251211
SNAPSYSN1000292120251212,SYSN10002921,118200,490,696,2,20251212
SNAPSYSN1000292120251213,SYSN10002921,138400,492,696,0,20251213
SNAPSYSN1000292120251214,SYSN10002921,134000,490,698,2,20251214
SNAPSYSN1000292120251215,SYSN10002921,133600,492,698,0,20251215
SNAPSYSN1000292120251216,SYSN10002921,140600,492,698,0,20251216
SNAPSYSN1000292120251217,SYSN10002921,138600,492,698,0,20251217
SNAPSYSN1000292120251218,SYSN10002921,135200,492,698,0,20251218
SNAPSYSN1000292120251219,SYSN10002921,135500,491,699,1,20251219
SNAPSYSN1000292120251220,SYSN10002921,133900,491,700,1,20251220
SNAPSYSN1000292120251221,SYSN10002921,138600,492,700,0,20251221
SNAPSYSN1000292120251222,SYSN10002921,140300,492,700,0,20251222
SNAPSYSN1000292120251223,SYSN10002921,136600,492,700,0,20251223
SNAPSYSN1000292120251224,SYSN10002921,136100,491,701,1,20251224
SNAPSYSN1000292120251225,SYSN10002921,118200,492,701,0,20251225
SNAPSYSN1000292120251226,SYSN10002921,135900,492,701,0,20251226
SNAPSYSN1000292120251227,SYSN10002921,137800,492,701,0,20251227
SNAPSYSN1000292120251228,SYSN10002921,134200,492,701,0,20251228
SNAPSYSN1000292120251229,SYSN10002921,134700,492,701,0,20251229
SNAPSYSN1000292120251230,SYSN10002921,138800,492,701,0,20251230
SNAPSYSN1000292120251231,SYSN10002921,132900,492,701,0,20251231
SNAPSYSN1000401920251002,SYSN10004019,52600,110,79,0,20251002
SNAPSYSN1000401920251003,SYSN10004019,55000,110,79,0,20251003
SNAPSYSN1000401920251004,SYSN10004019,54000,110,79,0,20251004
SNAPSYSN1000401920251005,SYSN10004019,55600,109,80,1,20251005
SNAPSYSN1000401920251006,SYSN10004019,52800,109,81,1,20251006
SNAPSYSN1000401920251007,SYSN10004019,55800,110,81,0,20251007
SNAPSYSN1000401920251008,SYSN10004019,55600,110,81,0,20251008
SNAPSYSN1000401920251009,SYSN10004019,46800,109,82,1,20251009
SNAPSYSN1000401920251010,SYSN10004019,46800,109,83,1,20251010
SNAPSYSN1000401920251011,SYSN10004019,55900,110,83,0,20251011
SNAPSYSN1000401920251012,SYSN10004019,55800,110,83,0,20251012
SNAPSYSN1000401920251013,SYSN10004019,54300,109,84,1,20251013
SNAPSYSN1000401920251014,SYSN10004019,54600,110,84,0,20251014
SNAPSYSN1000401920251015,SYSN10004019,54300,107,87,3,20251015
SNAPSYSN1000401920251016,SYSN10004019,55700,110,87,0,20251016
SNAPSYSN1000401920251017,SYSN10004019,52800,110,87,0,20251017
SNAPSYSN1000401920251018,SYSN10004019,53000,110,87,0,20251018
SNAPSYSN1000401920251019,SYSN10004019,52500,110,87,0,20251019
SNAPSYSN1000401920251020,SYSN10004019,55300,108,89,2,20251020
SNAPSYSN1000401920251021,SYSN10004019,55200,110,89,0,20251021
SNAPSYSN1000401920251022,SYSN10004019,54400,110,89,0,20251022
SNAPSYSN1000401920251023,SYSN10004019,53000,110,89,0,20251023
SNAPSYSN1000401920251024,SYSN10004019,55100,110,89,0,20251024
SNAPSYSN1000401920251025,SYSN10004019,54200,109,90,1,20251025
SNAPSYSN1000401920251026,SYSN10004019,52500,109,91,1,20251026
SNAPSYSN1000401920251027,SYSN10004019,53100,110,91,0,20251027
SNAPSYSN1000401920251028,SYSN10004019,52600,110,91,0,20251028
SNAPSYSN1000401920251029,SYSN10004019,54800,110,91,0,20251029
SNAPSYSN1000401920251030,SYSN10004019,53800,109,92,1,20251030
SNAPSYSN1000401920251031,SYSN10004019,53000,108,94,2,20251031
SNAPSYSN1000401920251101,SYSN10004019,54500,110,94,0,20251101
SNAPSYSN1000401920251102,SYSN10004019,55300,110,94,0,20251102
SNAPSYSN1000401920251103,SYSN10004019,56000,108,96,2,20251103
SNAPSYSN1000401920251104,SYSN10004019,54700,109,97,1,20251104
SNAPSYSN1000401920251105,SYSN10004019,53400,110,97,0,20251105
SNAPSYSN1000401920251106,SYSN10004019,54100,110,97,0,20251106
SNAPSYSN1000401920251107,SYSN10004019,53200,110,97,0,20251107
SNAPSYSN1000401920251108,SYSN10004019,54800,110,97,0,20251108
SNAPSYSN1000401920251109,SYSN10004019,53300,108,99,2,20251109
SNAPSYSN1000401920251110,SYSN10004019,46800,109,100,1,20251110
SNAPSYSN1000401920251111,SYSN10004019,46800,107,103,3,20251111
SNAPSYSN1000401920251112,SYSN10004019,54300,110,103,0,20251112
SNAPSYSN1000401920251113,SYSN10004019,55500,110,103,0,20251113
SNAPSYSN1000401920251114,SYSN10004019,53900,110,103,0,20251114
SNAPSYSN1000401920251115,SYSN10004019,54100,110,103,0,20251115
SNAPSYSN1000401920251116,SYSN10004019,54800,110,103,0,20251116
SNAPSYSN1000401920251117,SYSN10004019,55400,110,103,0,20251117
SNAPSYSN1000401920251118,SYSN10004019,53300,110,103,0,20251118
SNAPSYSN1000401920251119,SYSN10004019,55000,109,104,1,20251119
SNAPSYSN1000401920251120,SYSN10004019,55600,110,104,0,20251120
SNAPSYSN1000401920251121,SYSN10004019,53800,110,104,0,20251121
SNAPSYSN1000401920251122,SYSN10004019,55400,109,105,1,20251122
SNAPSYSN1000401920251123,SYSN10004019,52700,110,105,0,20251123
SNAPSYSN1000401920251124,SYSN10004019,55500,110,105,0,20251124
SNAPSYSN1000401920251125,SYSN10004019,52700,109,106,1,20251125
SNAPSYSN1000401920251126,SYSN10004019,53100,110,106,0,20251126
SNAPSYSN1000401920251127,SYSN10004019,53100,109,107,1,20251127
SNAPSYSN1000401920251128,SYSN10004019,54500,110,107,0,20251128
SNAPSYSN1000401920251129,SYSN10004019,54800,110,107,0,20251129
SNAPSYSN1000401920251130,SYSN10004019,56000,110,107,0,20251130
SNAPSYSN1000401920251201,SYSN10004019,55600,110,107,0,20251201
SNAPSYSN1000401920251202,SYSN10004019,52600,110,107,0,20251202
SNAPSYSN1000401920251203,SYSN10004019,54800,109,108,1,20251203
SNAPSYSN1000401920251204,SYSN10004019,53900,110,108,0,20251204
SNAPSYSN1000401920251205,SYSN10004019,52300,109,109,1,20251205
SNAPSYSN1000401920251206,SYSN10004019,54100,110,109,0,20251206
SNAPSYSN1000401920251207,SYSN10004019,55800,109,110,1,20251207
SNAPSYSN1000401920251208,SYSN10004019,53800,110,110,0,20251208
SNAPSYSN1000401920251209,SYSN10004019,53100,110,110,0,20251209
SNAPSYSN1000401920251210,SYSN10004019,53200,109,111,1,20251210
SNAPSYSN1000401920251211,SYSN10004019,46800,108,113,2,20251211
SNAPSYSN1000401920251212,SYSN10004019,46800,106,117,4,20251212
SNAPSYSN1000401920251213,SYSN10004019,53200,110,117,0,20251213
SNAPSYSN1000401920251214,SYSN10004019,54200,110,117,0,20251214
SNAPSYSN1000401920251215,SYSN10004019,53500,109,118,1,20251215
SNAPSYSN1000401920251216,SYSN10004019,53000,110,118,0,20251216
SNAPSYSN1000401920251217,SYSN10004019,54400,110,118,0,20251217
SNAPSYSN1000401920251218,SYSN10004019,54800,109,119,1,20251218
SNAPSYSN1000401920251219,SYSN10004019,55000,110,119,0,20251219
SNAPSYSN1000401920251220,SYSN10004019,54800,110,119,0,20251220
SNAPSYSN1000401920251221,SYSN10004019,52900,110,119,0,20251221
SNAPSYSN1000401920251222,SYSN10004019,53700,110,119,0,20251222
SNAPSYSN1000401920251223,SYSN10004019,53400,110,119,0,20251223
SNAPSYSN1000401920251224,SYSN10004019,54300,109,120,1,20251224
SNAPSYSN1000401920251225,SYSN10004019,46800,108,122,2,20251225
SNAPSYSN1000401920251226,SYSN10004019,52600,110,122,0,20251226
SNAPSYSN1000401920251227,SYSN10004019,53900,110,122,0,20251227
SNAPSYSN1000401920251228,SYSN10004019,53000,109,123,1,20251228
SNAPSYSN1000401920251229,SYSN10004019,53800,110,123,0,20251229
SNAPSYSN1000401920251230,SYSN10004019,53700,110,123,0,20251230
SNAPSYSN1000401920251231,SYSN10004019,54200,110,123,0,20251231
SNAPSYSN1000433120251002,SYSN10004331,262800,98,417,1,20251002
SNAPSYSN1000433120251003,SYSN10004331,272900,99,417,0,20251003
SNAPSYSN1000433120251004,SYSN10004331,266400,99,417,0,20251004
SNAPSYSN1000433120251005,SYSN10004331,275600,99,417,0,20251005
SNAPSYSN1000433120251006,SYSN10004331,265000,98,418,1,20251006
SNAPSYSN1000433120251007,SYSN10004331,268000,99,418,0,20251007
SNAPSYSN1000433120251008,SYSN10004331,274300,98,419,1,20251008
SNAPSYSN1000433120251009,SYSN10004331,233800,97,421,2,20251009
SNAPSYSN1000433120251010,SYSN10004331,233800,95,425,4,20251010
SNAPSYSN1000433120251011,SYSN10004331,264300,99,425,0,20251011
SNAPSYSN1000433120251012,SYSN10004331,272900,99,425,0,20251012
SNAPSYSN1000433120251013,SYSN10004331,267600,98,426,1,20251013
SNAPSYSN1000433120251014,SYSN10004331,270300,99,426,0,20251014
SNAPSYSN1000433120251015,SYSN10004331,276100,99,426,0,20251015
SNAPSYSN1000433120251016,SYSN10004331,268300,97,428,2,20251016
SNAPSYSN1000433120251017,SYSN10004331,279700,98,429,1,20251017
SNAPSYSN1000433120251018,SYSN10004331,273700,99,429,0,20251018
SNAPSYSN1000433120251019,SYSN10004331,275500,99,429,0,20251019
SNAPSYSN1000433120251020,SYSN10004331,265200,97,431,2,20251020
SNAPSYSN1000433120251021,SYSN10004331,278700,98,432,1,20251021
SNAPSYSN1000433120251022,SYSN10004331,277600,99,432,0,20251022
