khoa_ngay,ngay_day_du,nam,quy,thang,tuan,ngay,ten_thang,ten_thu,la_cuoi_tuan
20230325,2023-03-25,2023,1,3,12,25,March,Saturday,1
20230326,2023-03-26,2023,1,3,12,26,March,Sunday,1
20230327,2023-03-27,2023,1,3,13,27,March,Monday,0
20230328,2023-03-28,2023,1,3,13,28,March,Tuesday,0
20230329,2023-03-29,2023,1,3,13,29,March,Wednesday,0
20230330,2023-03-30,2023,1,3,13,30,March,Thursday,0
20230331,2023-03-31,2023,1,3,13,31,March,Friday,0
20230401,2023-04-01,2023,2,4,13,1,April,Saturday,1
20230402,2023-04-02,2023,2,4,13,2,April,Sunday,1
20230403,2023-04-03,2023,2,4,14,3,April,Monday,0
20230404,2023-04-04,2023,2,4,14,4,April,Tuesday,0
20230405,2023-04-05,2023,2,4,14,5,April,Wednesday,0
20230406,2023-04-06,2023,2,4,14,6,April,Thursday,0
20230407,2023-04-07,2023,2,4,14,7,April,Friday,0
20230408,2023-04-08,2023,2,4,14,8,April,Saturday,1
20230409,2023-04-09,2023,2,4,14,9,April,Sunday,1
20230410,2023-04-10,2023,2,4,15,10,April,Monday,0
20230411,2023-04-11,2023,2,4,15,11,April,Tuesday,0
20230412,2023-04-12,2023,2,4,15,12,April,Wednesday,0
20230413,2023-04-13,2023,2,4,15,13,April,Thursday,0
20230414,2023-04-14,2023,2,4,15,14,April,Friday,0
20230415,2023-04-15,2023,2,4,15,15,April,Saturday,1
20230416,2023-04-16,2023,2,4,15,16,April,Sunday,1
20230417,2023-04-17,2023,2,4,16,17,April,Monday,0
20230418,2023-04-18,2023,2,4,16,18,April,Tuesday,0
20230419,2023-04-19,2023,2,4,16,19,April,Wednesday,0
20230420,2023-04-20,2023,2,4,16,20,April,Thursday,0
20230421,2023-04-21,2023,2,4,16,21,April,Friday,0
20230422,2023-04-22,2023,2,4,16,22,April,Saturday,1
20230423,2023-04-23,2023,2,4,16,23,April,Sunday,1
20230424,2023-04-24,2023,2,4,17,24,April,Monday,0
20230425,2023-04-25,2023,2,4,17,25,April,Tuesday,0
20230426,2023-04-26,2023,2,4,17,26,April,Wednesday,0
20230427,2023-04-27,2023,2,4,17,27,April,Thursday,0
20230428,2023-04-28,2023,2,4,17,28,April,Friday,0
20230429,2023-04-29,2023,2,4,17,29,April,Saturday,1
20230430,2023-04-30,2023,2,4,17,30,April,Sunday,1
20230501,2023-05-01,2023,2,5,18,1,May,Monday,0
20230502,2023-05-02,2023,2,5,18,2,May,Tuesday,0
20230503,2023-05-03,2023,2,5,18,3,May,Wednesday,0
20230504,2023-05-04,2023,2,5,18,4,May,Thursday,0
20230505,2023-05-05,2023,2,5,18,5,May,Friday,0
20230506,2023-05-06,2023,2,5,18,6,May,Saturday,1
20230507,2023-05-07,2023,2,5,18,7,May,Sunday,1
20230508,2023-05-08,2023,2,5,19,8,May,Monday,0
20230509,2023-05-09,2023,2,5,19,9,May,Tuesday,0
20230510,2023-05-10,2023,2,5,19,10,May,Wednesday,0
20230511,2023-05-11,2023,2,5,19,11,May,Thursday,0
20230512,2023-05-12,2023,2,5,19,12,May,Friday,0
20230513,2023-05-13,2023,2,5,19,13,May,Saturday,1
20230514,2023-05-14,2023,2,5,19,14,May,Sunday,1
20230515,2023-05-15,2023,2,5,20,15,May,Monday,0
20230516,2023-05-16,2023,2,5,20,16,May,Tuesday,0
20230517,2023-05-17,2023,2,5,20,17,May,Wednesday,0
20230518,2023-05-18,2023,2,5,20,18,May,Thursday,0
20230519,2023-05-19,2023,2,5,20,19,May,Friday,0
20230520,2023-05-20,2023,2,5,20,20,May,Saturday,1
20230521,2023-05-21,2023,2,5,20,21,May,Sunday,1
20230522,2023-05-22,2023,2,5,21,22,May,Monday,0
20230523,2023-05-23,2023,2,5,21,23,May,Tuesday,0
20230524,2023-05-24,2023,2,5,21,24,May,Wednesday,0
20230525,2023-05-25,2023,2,5,21,25,May,Thursday,0
20230526,2023-05-26,2023,2,5,21,26,May,Friday,0
20230527,2023-05-27,2023,2,5,21,27,May,Saturday,1
20230528,2023-05-28,2023,2,5,21,28,May,Sunday,1
20230529,2023-05-29,2023,2,5,22,29,May,Monday,0
20230530,2023-05-30,2023,2,5,22,30,May,Tuesday,0
20230531,2023-05-31,2023,2,5,22,31,May,Wednesday,0
20230601,2023-06-01,2023,2,6,22,1,June,Thursday,0
20230602,2023-06-02,2023,2,6,22,2,June,Friday,0
20230603,2023-06-03,2023,2,6,22,3,June,Saturday,1
20230604,2023-06-04,2023,2,6,22,4,June,Sunday,1
20230605,2023-06-05,2023,2,6,23,5,June,Monday,0
20230606,2023-06-06,2023,2,6,23,6,June,Tuesday,0
20230607,2023-06-07,2023,2,6,23,7,June,Wednesday,0
20230608,2023-06-08,2023,2,6,23,8,June,Thursday,0
20230609,2023-06-09,2023,2,6,23,9,June,Friday,0
20230610,2023-06-10,2023,2,6,23,10,June,Saturday,1
20230611,2023-06-11,2023,2,6,23,11,June,Sunday,1
20230612,2023-06-12,2023,2,6,24,12,June,Monday,0
20230613,2023-06-13,2023,2,6,24,13,June,Tuesday,0
20230614,2023-06-14,2023,2,6,24,14,June,Wednesday,0
20230615,2023-06-15,2023,2,6,24,15,June,Thursday,0
20230616,2023-06-16,2023,2,6,24,16,June,Friday,0
20230617,2023-06-17,2023,2,6,24,17,June,Saturday,1
20230618,2023-06-18,2023,2,6,24,18,June,Sunday,1
20230619,2023-06-19,2023,2,6,25,19,June,Monday,0
20230620,2023-06-20,2023,2,6,25,20,June,Tuesday,0
20230621,2023-06-21,2023,2,6,25,21,June,Wednesday,0
20230622,2023-06-22,2023,2,6,25,22,June,Thursday,0
20230623,2023-06-23,2023,2,6,25,23,June,Friday,0
20230624,2023-06-24,2023,2,6,25,24,June,Saturday,1
20230625,2023-06-25,2023,2,6,25,25,June,Sunday,1
20230626,2023-06-26,2023,2,6,26,26,June,Monday,0
20230627,2023-06-27,2023,2,6,26,27,June,Tuesday,0
20230628,2023-06-28,2023,2,6,26,28,June,Wednesday,0
20230629,2023-06-29,2023,2,6,26,29,June,Thursday,0
20230630,2023-06-30,2023,2,6,26,30,June,Friday,0
20230701,2023-07-01,2023,3,7,26,1,July,Saturday,1
20230702,2023-07-02,2023,3,7,26,2,July,Sunday,1
20230703,2023-07-03,2023,3,7,27,3,July,Monday,0
20230704,2023-07-04,2023,3,7,27,4,July,Tuesday,0
20230705,2023-07-05,2023,3,7,27,5,July,Wednesday,0
20230706,2023-07-06,2023,3,7,27,6,July,Thursday,0
20230707,2023-07-07,2023,3,7,27,7,July,Friday,0
20230708,2023-07-08,2023,3,7,27,8,July,Saturday,1
20230709,2023-07-09,2023,3,7,27,9,July,Sunday,1
20230710,2023-07-10,2023,3,7,28,10,July,Monday,0
20230711,2023-07-11,2023,3,7,28,11,July,Tuesday,0
20230712,2023-07-12,2023,3,7,28,12,July,Wednesday,0
20230713,2023-07-13,2023,3,7,28,13,July,Thursday,0
20230714,2023-07-14,2023,3,7,28,14,July,Friday,0
20230715,2023-07-15,2023,3,7,28,15,July,Saturday,1
20230716,2023-07-16,2023,3,7,28,16,July,Sunday,1
20230717,2023-07-17,2023,3,7,29,17,July,Monday,0
20230718,2023-07-18,2023,3,7,29,18,July,Tuesday,0
20230719,2023-07-19,2023,3,7,29,19,July,Wednesday,0
20230720,2023-07-20,2023,3,7,29,20,July,Thursday,0
20230721,2023-07-21,2023,3,7,29,21,July,Friday,0
20230722,2023-07-22,2023,3,7,29,22,July,Saturday,1
20230723,2023-07-23,2023,3,7,29,23,July,Sunday,1
20230724,2023-07-24,2023,3,7,30,24,July,Monday,0
20230725,2023-07-25,2023,3,7,30,25,July,Tuesday,0
20230726,2023-07-26,2023,3,7,30,26,July,Wednesday,0
20230727,2023-07-27,2023,3,7,30,27,July,Thursday,0
20230728,2023-07-28,2023,3,7,30,28,July,Friday,0
20230729,2023-07-29,2023,3,7,30,29,July,Saturday,1
20230730,2023-07-30,2023,3,7,30,30,July,Sunday,1
20230731,2023-07-31,2023,3,7,31,31,July,Monday,0
20230801,2023-08-01,2023,3,8,31,1,August,Tuesday,0
20230802,2023-08-02,2023,3,8,31,2,August,Wednesday,0
20230803,2023-08-03,2023,3,8,31,3,August,Thursday,0
20230804,2023-08-04,2023,3,8,31,4,August,Friday,0
20230805,2023-08-05,2023,3,8,31,5,August,Saturday,1
20230806,2023-08-06,2023,3,8,31,6,August,Sunday,1
20230807,2023-08-07,2023,3,8,32,7,August,Monday,0
20230808,2023-08-08,2023,3,8,32,8,August,Tuesday,0
20230809,2023-08-09,2023,3,8,32,9,August,Wednesday,0
20230810,2023-08-10,2023,3,8,32,10,August,Thursday,0
20230811,2023-08-11,2023,3,8,32,11,August,Friday,0
20230812,2023-08-12,2023,3,8,32,12,August,Saturday,1
20230813,2023-08-13,2023,3,8,32,13,August,Sunday,1
20230814,2023-08-14,2023,3,8,33,14,August,Monday,0
20230815,2023-08-15,2023,3,8,33,15,August,Tuesday,0
20230816,2023-08-16,2023,3,8,33,16,August,Wednesday,0
20230817,2023-08-17,2023,3,8,33,17,August,Thursday,0
20230818,2023-08-18,2023,3,8,33,18,August,Friday,0
20230819,2023-08-19,2023,3,8,33,19,August,Saturday,1
20230820,2023-08-20,2023,3,8,33,20,August,Sunday,1
20230821,2023-08-21,2023,3,8,34,21,August,Monday,0
20230822,2023-08-22,2023,3,8,34,22,August,Tuesday,0
20230823,2023-08-23,2023,3,8,34,23,August,Wednesday,0
20230824,2023-08-24,2023,3,8,34,24,August,Thursday,0
20230825,2023-08-25,2023,3,8,34,25,August,Friday,0
20230826,2023-08-26,2023,3,8,34,26,August,Saturday,1
20230827,2023-08-27,2023,3,8,34,27,August,Sunday,1
20230828,2023-08-28,2023,3,8,35,28,August,Monday,0
20230829,2023-08-29,2023,3,8,35,29,August,Tuesday,0
20230830,2023-08-30,2023,3,8,35,30,August,Wednesday,0
20230831,2023-08-31,2023,3,8,35,31,August,Thursday,0
20230901,2023-09-01,2023,3,9,35,1,September,Friday,0
20230902,2023-09-02,2023,3,9,35,2,September,Saturday,1
20230903,2023-09-03,2023,3,9,35,3,September,Sunday,1
20230904,2023-09-04,2023,3,9,36,4,September,Monday,0
20230905,2023-09-05,2023,3,9,36,5,September,Tuesday,0
20230906,2023-09-06,2023,3,9,36,6,September,Wednesday,0
20230907,2023-09-07,2023,3,9,36,7,September,Thursday,0
20230908,2023-09-08,2023,3,9,36,8,September,Friday,0
20230909,2023-09-09,2023,3,9,36,9,September,Saturday,1
20230910,2023-09-10,2023,3,9,36,10,September,Sunday,1
20230911,2023-09-11,2023,3,9,37,11,September,Monday,0
20230912,2023-09-12,2023,3,9,37,12,September,Tuesday,0
20230913,2023-09-13,2023,3,9,37,13,September,Wednesday,0
20230914,2023-09-14,2023,3,9,37,14,September,Thursday,0
20230915,2023-09-15,2023,3,9,37,15,September,Friday,0
20230916,2023-09-16,2023,3,9,37,16,September,Saturday,1
20230917,2023-09-17,2023,3,9,37,17,September,Sunday,1
20230918,2023-09-18,2023,3,9,38,18,September,Monday,0
20230919,2023-09-19,2023,3,9,38,19,September,Tuesday,0
20230920,2023-09-20,2023,3,9,38,20,September,Wednesday,0
20230921,2023-09-21,2023,3,9,38,21,September,Thursday,0
20230922,2023-09-22,2023,3,9,38,22,September,Friday,0
20230923,2023-09-23,2023,3,9,38,23,September,Saturday,1
20230924,2023-09-24,2023,3,9,38,24,September,Sunday,1
20230925,2023-09-25,2023,3,9,39,25,September,Monday,0
20230926,2023-09-26,2023,3,9,39,26,September,Tuesday,0
20230927,2023-09-27,2023,3,9,39,27,September,Wednesday,0
20230928,2023-09-28,2023,3,9,39,28,September,Thursday,0
20230929,2023-09-29,2023,3,9,39,29,September,Friday,0
20230930,2023-09-30,2023,3,9,39,30,September,Saturday,1
20231001,2023-10-01,2023,4,10,39,1,October,Sunday,1
20231002,2023-10-02,2023,4,10,40,2,October,Monday,0
20231003,2023-10-03,2023,4,10,40,3,October,Tuesday,0
20231004,2023-10-04,2023,4,10,40,4,October,Wednesday,0
20231005,2023-10-05,2023,4,10,40,5,October,Thursday,0
20231006,2023-10-06,2023,4,10,40,6,October,Friday,0
20231007,2023-10-07,2023,4,10,40,7,October,Saturday,1
20231008,2023-10-08,2023,4,10,40,8,October,Sunday,1
20231009,2023-10-09,2023,4,10,41,9,October,Monday,0
20231010,2023-10-10,2023,4,10,41,10,October,Tuesday,0
20231011,2023-10-11,2023,4,10,41,11,October,Wednesday,0
20231012,2023-10-12,2023,4,10,41,12,October,Thursday,0
20231013,2023-10-13,2023,4,10,41,13,October,Friday,0
20231014,2023-10-14,2023,4,10,41,14,October,Saturday,1
20231015,2023-10-15,2023,4,10,41,15,October,Sunday,1
20231016,2023-10-16,2023,4,10,42,16,October,Monday,0
20231017,2023-10-17,2023,4,10,42,17,October,Tuesday,0
20231018,2023-10-18,2023,4,10,42,18,October,Wednesday,0
20231019,2023-10-19,2023,4,10,42,19,October,Thursday,0
20231020,2023-10-20,2023,4,10,42,20,October,Friday,0
20231021,2023-10-21,2023,4,10,42,21,October,Saturday,1
20231022,2023-10-22,2023,4,10,42,22,October,Sunday,1
20231023,2023-10-23,2023,4,10,43,23,October,Monday,0
20231024,2023-10-24,2023,4,10,43,24,October,Tuesday,0
20231025,2023-10-25,2023,4,10,43,25,October,Wednesday,0
20231026,2023-10-26,2023,4,10,43,26,October,Thursday,0
20231027,2023-10-27,2023,4,10,43,27,October,Friday,0
20231028,2023-10-28,2023,4,10,43,28,October,Saturday,1
20231029,2023-10-29,2023,4,10,43,29,October,Sunday,1
20231030,2023-10-30,2023,4,10,44,30,October,Monday,0
20231031,2023-10-31,2023,4,10,44,31,October,Tuesday,0
20231101,2023-11-01,2023,4,11,44,1,November,Wednesday,0
20231102,2023-11-02,2023,4,11,44,2,November,Thursday,0
20231103,2023-11-03,2023,4,11,44,3,November,Friday,0
20231104,2023-11-04,2023,4,11,44,4,November,Saturday,1
20231105,2023-11-05,2023,4,11,44,5,November,Sunday,1
20231106,2023-11-06,2023,4,11,45,6,November,Monday,0
20231107,2023-11-07,2023,4,11,45,7,November,Tuesday,0
20231108,2023-11-08,2023,4,11,45,8,November,Wednesday,0
20231109,2023-11-09,2023,4,11,45,9,November,Thursday,0
20231110,2023-11-10,2023,4,11,45,10,November,Friday,0
20231111,2023-11-11,2023,4,11,45,11,November,Saturday,1
20231112,2023-11-12,2023,4,11,45,12,November,Sunday,1
20231113,2023-11-13,2023,4,11,46,13,November,Monday,0
20231114,2023-11-14,2023,4,11,46,14,November,Tuesday,0
20231115,2023-11-15,2023,4,11,46,15,November,Wednesday,0
20231116,2023-11-16,2023,4,11,46,16,November,Thursday,0
20231117,2023-11-17,2023,4,11,46,17,November,Friday,0
20231118,2023-11-18,2023,4,11,46,18,November,Saturday,1
20231119,2023-11-19,2023,4,11,46,19,November,Sunday,1
20231120,2023-11-20,2023,4,11,47,20,November,Monday,0
20231121,2023-11-21,2023,4,11,47,21,November,Tuesday,0
20231122,2023-11-22,2023,4,11,47,22,November,Wednesday,0
20231123,2023-11-23,2023,4,11,47,23,November,Thursday,0
20231124,2023-11-24,2023,4,11,47,24,November,Friday,0
20231125,2023-11-25,2023,4,11,47,25,November,Saturday,1
20231126,2023-11-26,2023,4,11,47,26,November,Sunday,1
20231127,2023-11-27,2023,4,11,48,27,November,Monday,0
20231128,2023-11-28,2023,4,11,48,28,November,Tuesday,0
20231129,2023-11-29,2023,4,11,48,29,November,Wednesday,0
20231130,2023-11-30,2023,4,11,48,30,November,Thursday,0
20231201,2023-12-01,2023,4,12,48,1,December,Friday,0
20231202,2023-12-02,2023,4,12,48,2,December,Saturday,1
20231203,2023-12-03,2023,4,12,48,3,December,Sunday,1
20231204,2023-12-04,2023,4,12,49,4,December,Monday,0
20231205,2023-12-05,2023,4,12,49,5,December,Tuesday,0
20231206,2023-12-06,2023,4,12,49,6,December,Wednesday,0
20231207,2023-12-07,2023,4,12,49,7,December,Thursday,0
20231208,2023-12-08,2023,4,12,49,8,December,Friday,0
20231209,2023-12-09,2023,4,12,49,9,December,Saturday,1
20231210,2023-12-10,2023,4,12,49,10,December,Sunday,1
20231211,2023-12-11,2023,4,12,50,11,December,Monday,0
20231212,2023-12-12,2023,4,12,50,12,December,Tuesday,0
20231213,2023-12-13,2023,4,12,50,13,December,Wednesday,0
20231214,2023-12-14,2023,4,12,50,14,December,Thursday,0
20231215,2023-12-15,2023,4,12,50,15,December,Friday,0
20231216,2023-12-16,2023,4,12,50,16,December,Saturday,1
20231217,2023-12-17,2023,4,12,50,17,December,Sunday,1
20231218,2023-12-18,2023,4,12,51,18,December,Monday,0
20231219,2023-12-19,2023,4,12,51,19,December,Tuesday,0
20231220,2023-12-20,2023,4,12,51,20,December,Wednesday,0
20231221,2023-12-21,2023,4,12,51,21,December,Thursday,0
20231222,2023-12-22,2023,4,12,51,22,December,Friday,0
20231223,2023-12-23,2023,4,12,51,23,December,Saturday,1
20231224,2023-12-24,2023,4,12,51,24,December,Sunday,1
20231225,2023-12-25,2023,4,12,52,25,December,Monday,0
20231226,2023-12-26,2023,4,12,52,26,December,Tuesday,0
20231227,2023-12-27,2023,4,12,52,27,December,Wednesday,0
20231228,2023-12-28,2023,4,12,52,28,December,Thursday,0
20231229,2023-12-29,2023,4,12,52,29,December,Friday,0
20231230,2023-12-30,2023,4,12,52,30,December,Saturday,1
20231231,2023-12-31,2023,4,12,52,31,December,Sunday,1
20240101,2024-01-01,2024,1,1,1,1,January,Monday,0
20240102,2024-01-02,2024,1,1,1,2,January,Tuesday,0
20240103,2024-01-03,2024,1,1,1,3,January,Wednesday,0
20240104,2024-01-04,2024,1,1,1,4,January,Thursday,0
20240105,2024-01-05,2024,1,1,1,5,January,Friday,0
20240106,2024-01-06,2024,1,1,1,6,January,Saturday,1
20240107,2024-01-07,2024,1,1,1,7,January,Sunday,1
20240108,2024-01-08,2024,1,1,2,8,January,Monday,0
20240109,2024-01-09,2024,1,1,2,9,January,Tuesday,0
20240110,2024-01-10,2024,1,1,2,10,January,Wednesday,0
20240111,2024-01-11,2024,1,1,2,11,January,Thursday,0
20240112,2024-01-12,2024,1,1,2,12,January,Friday,0
20240113,2024-01-13,2024,1,1,2,13,January,Saturday,1
20240114,2024-01-14,2024,1,1,2,14,January,Sunday,1
20240115,2024-01-15,2024,1,1,3,15,January,Monday,0
20240116,2024-01-16,2024,1,1,3,16,January,Tuesday,0
20240117,2024-01-17,2024,1,1,3,17,January,Wednesday,0
20240118,2024-01-18,2024,1,1,3,18,January,Thursday,0
20240119,2024-01-19,2024,1,1,3,19,January,Friday,0
20240120,2024-01-20,2024,1,1,3,20,January,Saturday,1
20240121,2024-01-21,2024,1,1,3,21,January,Sunday,1
20240122,2024-01-22,2024,1,1,4,22,January,Monday,0
20240123,2024-01-23,2024,1,1,4,23,January,Tuesday,0
20240124,2024-01-24,2024,1,1,4,24,January,Wednesday,0
20240125,2024-01-25,2024,1,1,4,25,January,Thursday,0
20240126,2024-01-26,2024,1,1,4,26,January,Friday,0
20240127,2024-01-27,2024,1,1,4,27,January,Saturday,1
20240128,2024-01-28,2024,1,1,4,28,January,Sunday,1
20240129,2024-01-29,2024,1,1,5,29,January,Monday,0
20240130,2024-01-30,2024,1,1,5,30,January,Tuesday,0
20240131,2024-01-31,2024,1,1,5,31,January,Wednesday,0
20240201,2024-02-01,2024,1,2,5,1,February,Thursday,0
20240202,2024-02-02,2024,1,2,5,2,February,Friday,0
20240203,2024-02-03,2024,1,2,5,3,February,Saturday,1
20240204,2024-02-04,2024,1,2,5,4,February,Sunday,1
20240205,2024-02-05,2024,1,2,6,5,February,Monday,0
20240206,2024-02-06,2024,1,2,6,6,February,Tuesday,0
20240207,2024-02-07,2024,1,2,6,7,February,Wednesday,0
20240208,2024-02-08,2024,1,2,6,8,February,Thursday,0
20240209,2024-02-09,2024,1,2,6,9,February,Friday,0
20240210,2024-02-10,2024,1,2,6,10,February,Saturday,1
20240211,2024-02-11,2024,1,2,6,11,February,Sunday,1
20240212,2024-02-12,2024,1,2,7,12,February,Monday,0
20240213,2024-02-13,2024,1,2,7,13,February,Tuesday,0
20240214,2024-02-14,2024,1,2,7,14,February,Wednesday,0
20240215,2024-02-15,2024,1,2,7,15,February,Thursday,0
20240216,2024-02-16,2024,1,2,7,16,February,Friday,0
20240217,2024-02-17,2024,1,2,7,17,February,Saturday,1
20240218,2024-02-18,2024,1,2,7,18,February,Sunday,1
20240219,2024-02-19,2024,1,2,8,19,February,Monday,0
20240220,2024-02-20,2024,1,2,8,20,February,Tuesday,0
20240221,2024-02-21,2024,1,2,8,21,February,Wednesday,0
20240222,2024-02-22,2024,1,2,8,22,February,Thursday,0
20240223,2024-02-23,2024,1,2,8,23,February,Friday,0
20240224,2024-02-24,2024,1,2,8,24,February,Saturday,1
20240225,2024-02-25,2024,1,2,8,25,February,Sunday,1
20240226,2024-02-26,2024,1,2,9,26,February,Monday,0
20240227,2024-02-27,2024,1,2,9,27,February,Tuesday,0
20240228,2024-02-28,2024,1,2,9,28,February,Wednesday,0
20240229,2024-02-29,2024,1,2,9,29,February,Thursday,0
20240301,2024-03-01,2024,1,3,9,1,March,Friday,0
20240302,2024-03-02,2024,1,3,9,2,March,Saturday,1
20240303,2024-03-03,2024,1,3,9,3,March,Sunday,1
20240304,2024-03-04,2024,1,3,10,4,March,Monday,0
20240305,2024-03-05,2024,1,3,10,5,March,Tuesday,0
20240306,2024-03-06,2024,1,3,10,6,March,Wednesday,0
20240307,2024-03-07,2024,1,3,10,7,March,Thursday,0
20240308,2024-03-08,2024,1,3,10,8,March,Friday,0
20240309,2024-03-09,2024,1,3,10,9,March,Saturday,1
20240310,2024-03-10,2024,1,3,10,10,March,Sunday,1
20240311,2024-03-11,2024,1,3,11,11,March,Monday,0
20240312,2024-03-12,2024,1,3,11,12,March,Tuesday,0
20240313,2024-03-13,2024,1,3,11,13,March,Wednesday,0
20240314,2024-03-14,2024,1,3,11,14,March,Thursday,0
20240315,2024-03-15,2024,1,3,11,15,March,Friday,0
20240316,2024-03-16,2024,1,3,11,16,March,Saturday,1
20240317,2024-03-17,2024,1,3,11,17,March,Sunday,1
20240318,2024-03-18,2024,1,3,12,18,March,Monday,0
20240319,2024-03-19,2024,1,3,12,19,March,Tuesday,0
20240320,2024-03-20,2024,1,3,12,20,March,Wednesday,0
20240321,2024-03-21,2024,1,3,12,21,March,Thursday,0
20240322,2024-03-22,2024,1,3,12,22,March,Friday,0
20240323,2024-03-23,2024,1,3,12,23,March,Saturday,1
20240324,2024-03-24,2024,1,3,12,24,March,Sunday,1
20240325,2024-03-25,2024,1,3,13,25,March,Monday,0
20240326,2024-03-26,2024,1,3,13,26,March,Tuesday,0
20240327,2024-03-27,2024,1,3,13,27,March,Wednesday,0
20240328,2024-03-28,2024,1,3,13,28,March,Thursday,0
20240329,2024-03-29,2024,1,3,13,29,March,Friday,0
20240330,2024-03-30,2024,1,3,13,30,March,Saturday,1
20240331,2024-03-31,2024,1,3,13,31,March,Sunday,1
20240401,2024-04-01,2024,2,4,14,1,April,Monday,0
20240402,2024-04-02,2024,2,4,14,2,April,Tuesday,0
20240403,2024-04-03,2024,2,4,14,3,April,Wednesday,0
20240404,2024-04-04,2024,2,4,14,4,April,Thursday,0
20240405,2024-04-05,2024,2,4,14,5,April,Friday,0
20240406,2024-04-06,2024,2,4,14,6,April,Saturday,1
20240407,2024-04-07,2024,2,4,14,7,April,Sunday,1
20240408,2024-04-08,2024,2,4,15,8,April,Monday,0
20240409,2024-04-09,2024,2,4,15,9,April,Tuesday,0
20240410,2024-04-10,2024,2,4,15,10,April,Wednesday,0
20240411,2024-04-11,2024,2,4,15,11,April,Thursday,0
20240412,2024-04-12,2024,2,4,15,12,April,Friday,0
20240413,2024-04-13,2024,2,4,15,13,April,Saturday,1
20240414,2024-04-14,2024,2,4,15,14,April,Sunday,1
20240415,2024-04-15,2024,2,4,16,15,April,Monday,0
20240416,2024-04-16,2024,2,4,16,16,April,Tuesday,0
20240417,2024-04-17,2024,2,4,16,17,April,Wednesday,0
20240418,2024-04-18,2024,2,4,16,18,April,Thursday,0
20240419,2024-04-19,2024,2,4,16,19,April,Friday,0
20240420,2024-04-20,2024,2,4,16,20,April,Saturday,1
20240421,2024-04-21,2024,2,4,16,21,April,Sunday,1
20240422,2024-04-22,2024,2,4,17,22,April,Monday,0
20240423,2024-04-23,2024,2,4,17,23,April,Tuesday,0
20240424,2024-04-24,2024,2,4,17,24,April,Wednesday,0
20240425,2024-04-25,2024,2,4,17,25,April,Thursday,0
20240426,2024-04-26,2024,2,4,17,26,April,Friday,0
20240427,2024-04-27,2024,2,4,17,27,April,Saturday,1
20240428,2024-04-28,2024,2,4,17,28,April,Sunday,1
20240429,2024-04-29,2024,2,4,18,29,April,Monday,0
20240430,2024-04-30,2024,2,4,18,30,April,Tuesday,0
20240501,2024-05-01,2024,2,5,18,1,May,Wednesday,0
20240502,2024-05-02,2024,2,5,18,2,May,Thursday,0
20240503,2024-05-03,2024,2,5,18,3,May,Friday,0
20240504,2024-05-04,2024,2,5,18,4,May,Saturday,1
20240505,2024-05-05,2024,2,5,18,5,May,Sunday,1
20240506,2024-05-06,2024,2,5,19,6,May,Monday,0
20240507,2024-05-07,2024,2,5,19,7,May,Tuesday,0
20240508,2024-05-08,2024,2,5,19,8,May,Wednesday,0
20240509,2024-05-09,2024,2,5,19,9,May,Thursday,0
20240510,2024-05-10,2024,2,5,19,10,May,Friday,0
20240511,2024-05-11,2024,2,5,19,11,May,Saturday,1
20240512,2024-05-12,2024,2,5,19,12,May,Sunday,1
20240513,2024-05-13,2024,2,5,20,13,May,Monday,0
20240514,2024-05-14,2024,2,5,20,14,May,Tuesday,0
20240515,2024-05-15,2024,2,5,20,15,May,Wednesday,0
20240516,2024-05-16,2024,2,5,20,16,May,Thursday,0
20240517,2024-05-17,2024,2,5,20,17,May,Friday,0
20240518,2024-05-18,2024,2,5,20,18,May,Saturday,1
20240519,2024-05-19,2024,2,5,20,19,May,Sunday,1
20240520,2024-05-20,2024,2,5,21,20,May,Monday,0
20240521,2024-05-21,2024,2,5,21,21,May,Tuesday,0
20240522,2024-05-22,2024,2,5,21,22,May,Wednesday,0
20240523,2024-05-23,2024,2,5,21,23,May,Thursday,0
20240524,2024-05-24,2024,2,5,21,24,May,Friday,0
20240525,2024-05-25,2024,2,5,21,25,May,Saturday,1
20240526,2024-05-26,2024,2,5,21,26,May,Sunday,1
20240527,2024-05-27,2024,2,5,22,27,May,Monday,0
20240528,2024-05-28,2024,2,5,22,28,May,Tuesday,0
20240529,2024-05-29,2024,2,5,22,29,May,Wednesday,0
20240530,2024-05-30,2024,2,5,22,30,May,Thursday,0
20240531,2024-05-31,2024,2,5,22,31,May,Friday,0
20240601,2024-06-01,2024,2,6,22,1,June,Saturday,1
20240602,2024-06-02,2024,2,6,22,2,June,Sunday,1
20240603,2024-06-03,2024,2,6,23,3,June,Monday,0
20240604,2024-06-04,2024,2,6,23,4,June,Tuesday,0
20240605,2024-06-05,2024,2,6,23,5,June,Wednesday,0
20240606,2024-06-06,2024,2,6,23,6,June,Thursday,0
20240607,2024-06-07,2024,2,6,23,7,June,Friday,0
20240608,2024-06-08,2024,2,6,23,8,June,Saturday,1
20240609,2024-06-09,2024,2,6,23,9,June,Sunday,1
20240610,2024-06-10,2024,2,6,24,10,June,Monday,0
20240611,2024-06-11,2024,2,6,24,11,June,Tuesday,0
20240612,2024-06-12,2024,2,6,24,12,June,Wednesday,0
20240613,2024-06-13,2024,2,6,24,13,June,Thursday,0
20240614,2024-06-14,2024,2,6,24,14,June,Friday,0
20240615,2024-06-15,2024,2,6,24,15,June,Saturday,1
